user_id,session_id,timestamp_start,duration,num_actions,uniq_resources,num_file_open,num_file_delete,external_drive_use,night_activity,weekend_activity,web_connections_count,sensitive_keywords_detected,email_external_count,auth_failed_count,new_ip_login,actions_seq,entropy_of_activity_timeline,is_anomaly
user_68,9cf1f316-450c-4ff0-84d0-5fbe1d80b39f,2025-01-01 23:40:00,19.83,34,6,17,13,1,1,0,8,3,0,0,0,encrypt external_email write upload write close encrypt download external_email mass_download upload encrypt read upload download mass_download write download rename upload write write email external_email download write rename upload encrypt read read upload rename external_email,3.1307,1
user_101,fa1e09dd-fcf0-4c02-b12f-ea507e47a876,2025-01-01 14:21:00,20.66,14,7,2,4,0,0,0,2,5,0,7,0,upload encrypt delete external_email mass_download external_email delete delete mass_download download email download encrypt write,2.8963,1
user_58,bed3a862-1d0b-438b-9e1b-3bced4c18abe,2025-01-01 19:40:00,27.38,92,8,33,19,0,0,0,10,5,5,3,0,encrypt rename open download rename email read upload read rename external_email mass_download mass_download external_email write upload open open close write encrypt write open write email write email email mass_download external_email encrypt encrypt delete open read read delete download download external_email open delete encrypt rename write close close external_email email read upload external_email mass_download write external_email rename upload write email download open open mass_download open upload encrypt rename email mass_download write rename download external_email open email delete download mass_download encrypt write rename mass_download upload encrypt external_email upload mass_download upload read download external_email encrypt,3.5167,1
user_125,6c301a3b-48a5-49e7-861c-facbc92a1d87,2025-01-01 04:25:00,1.0,25,7,9,5,0,1,0,0,3,0,4,1,write open email read email write upload email write email download download download write download rename upload encrypt email upload external_email encrypt rename delete read,3.1093,1
user_140,6168c36a-ed0a-4ca8-ac73-32ad6e36f79a,2025-01-01 09:44:00,17.11,13,2,5,6,0,0,0,10,0,3,8,1,open open read open upload read  mass_download mass_download delete rename rename close write,2.8731,1
user_63,80cc5089-2569-4df4-a26a-ced49f051200,2025-01-01 03:07:00,17.33,24,1,11,10,1,1,0,150,0,0,6,0,close encrypt close email open email upload rename encrypt delete mass_download upload encrypt close download rename mass_download mass_download encrypt external_email email external_email email upload,3.1573,1
user_7,acf322c5-ff5a-4cb5-b3d3-0e8c97b75778,2025-01-01 03:01:00,57.33,51,3,19,20,1,1,0,0,0,0,0,0,close close read email mass_download rename download close write mass_download open close write mass_download open write rename mass_download close rename write close email email email encrypt email mass_download email encrypt upload read external_email upload external_email encrypt encrypt close close rename read close close upload upload write read open download external_email email,3.3273,1
user_95,b51800eb-8d96-44e6-a382-d4976f629538,2025-01-01 16:29:00,9.58,5,5,1,1,0,0,0,0,0,10,4,0,external_email download encrypt write read,2.3219,1
user_139,e7c0e473-658f-43da-908d-29fb7407e211,2025-01-01 10:35:00,18.3,33,2,5,12,0,0,0,7,5,1,0,1,write rename write encrypt rename delete email email read read close close mass_download rename mass_download email download upload mass_download download email download download rename open delete download close upload download external_email rename delete,3.3661,1
user_14,9c8424c5-9f9e-4cf0-911b-32e690aff694,2025-01-01 03:44:00,10.55,30,6,15,9,1,1,0,150,0,0,7,0,delete email mass_download email upload open external_email mass_download open open rename email download write encrypt upload email upload download delete email read rename rename write delete download open write close,3.3941,1
user_149,02030d51-b23e-4e88-a27b-784c6e1a718f,2025-01-01 22:09:00,21.0,48,4,17,18,0,0,0,0,0,1,0,1,download delete encrypt write close external_email delete email download external_email read external_email download mass_download download external_email upload write external_email read close write write read external_email write upload rename rename delete delete rename email delete delete external_email upload email close download download external_email upload email read read external_email close,3.2616,1
user_134,ce18e33c-f321-41d3-9c08-3cda76ee60b7,2025-01-01 00:14:00,28.54,60,2,13,27,0,1,0,150,0,1,1,1,upload open write email close upload read read encrypt write write email close external_email mass_download upload mass_download encrypt email email encrypt close rename download email close email open upload mass_download delete write email email read open open external_email close close encrypt close encrypt read upload write upload external_email mass_download mass_download mass_download encrypt close external_email rename encrypt encrypt external_email download external_email,3.4046,1
user_103,2d65d54f-74da-4a8a-98f8-01e672db594b,2025-01-01 06:44:00,24.75,24,5,13,8,0,0,0,0,0,9,3,1,close delete delete mass_download email encrypt email read open close encrypt upload email delete write upload read external_email write delete write read encrypt external_email,3.2091,1
user_113,ea6af1e5-105b-42ab-b1ee-c7ff5688c7b1,2025-01-01 01:49:00,26.86,22,7,8,9,0,1,0,4,0,0,0,1,email rename upload mass_download external_email close read download upload email read open download email write delete delete upload delete rename close close,3.3222,1
user_63,d662b07d-d335-47c9-99e8-ced569b23611,2025-01-01 17:33:00,16.73,13,7,5,2,1,0,0,17,0,8,4,0,rename external_email rename encrypt write open rename write rename email encrypt email encrypt,2.4116,1
user_141,4bab80fa-5c21-4b92-86d2-7ab3bd6cd1af,2025-01-01 09:00:00,15.74,25,5,5,3,1,0,0,0,0,2,8,1,email mass_download write read mass_download mass_download encrypt external_email rename encrypt encrypt rename write upload rename upload external_email mass_download email close upload rename open encrypt close,3.1737,1
user_77,10212c3b-0de4-40a1-a62b-e939b0dadc95,2025-01-01 22:48:00,1.0,10,6,2,1,0,0,0,4,3,3,0,1,upload write close write read open download external_email delete upload,2.9219,1
user_53,3cc2bd56-7260-42de-90f9-b98e91aa1847,2025-01-01 04:02:00,12.82,29,7,9,9,0,1,0,9,1,5,0,0,encrypt close delete delete close close read open email close email download upload write read read close close mass_download mass_download mass_download delete email email rename open delete email external_email,3.2501,1
user_57,d391053d-a9f8-489d-b26f-5626f5f385c9,2025-01-01 12:53:00,2.44,39,10,7,6,1,0,0,11,0,0,0,1,open upload external_email email email close external_email email rename rename open email download close open write encrypt mass_download download download mass_download delete external_email rename close rename upload download external_email close open rename delete rename open close mass_download open open,3.2463,1
user_133,08185f28-4c82-47d4-8e53-bee8715b1f07,2025-01-01 22:22:00,46.75,10,1,3,1,0,0,0,150,3,9,10,1,email rename download write encrypt rename mass_download delete rename email,2.6464,1
user_118,75810dd3-8526-42e9-b52a-95137cfa0ae1,2025-01-01 07:04:00,16.87,48,6,10,18,0,0,0,0,0,9,0,0,mass_download mass_download email external_email open external_email email email read email encrypt read mass_download mass_download close external_email delete external_email upload write delete email mass_download close mass_download read write upload rename close download rename rename upload email rename upload upload upload mass_download write upload mass_download rename open open read mass_download,3.344,1
user_68,4670e15e-b3ba-4d4b-927a-91a80b692bf7,2025-01-01 04:10:00,25.96,10,5,1,2,0,1,0,7,3,7,0,1,download mass_download upload read external_email write download email external_email upload,2.7219,1
user_84,c8348cf7-01bc-4ee1-a148-92cbb4ce85d1,2025-01-01 18:05:00,53.69,33,6,12,12,0,0,0,0,0,0,7,0,mass_download read close close external_email read delete mass_download upload encrypt encrypt mass_download download encrypt upload upload encrypt email close write delete read external_email mass_download upload read upload external_email rename rename external_email open read,3.3482,1
user_134,9b8d6635-df29-4cd5-9e19-914cc0e521c1,2025-01-01 15:53:00,20.08,7,7,3,2,0,0,0,8,1,0,1,1,download close upload mass_download write external_email close,2.5216,1
user_6,edb4627c-78b5-48c0-a238-b4a59557d5c0,2025-01-01 10:27:00,5.09,17,12,6,5,0,0,0,11,0,0,1,0,external_email read download delete upload download external_email open upload delete encrypt delete external_email upload encrypt delete open,2.7045,1
user_73,1c844412-4cb1-4004-baa1-2106df8e9871,2025-01-01 15:46:00,31.03,41,3,16,9,1,0,0,0,3,3,2,1,write download rename delete write email open rename open email open upload close delete write delete download mass_download upload delete external_email external_email external_email delete delete read read close rename upload external_email encrypt write write external_email download write write email open download,3.3811,1
user_17,1f791afd-0a28-42d7-a4d8-c7024b2ca2d0,2025-01-01 11:13:00,8.88,5,5,2,0,1,0,0,0,0,4,2,0,read external_email close open upload,2.3219,1
user_98,903c169a-6fd4-4785-aca6-6c63f2d34bac,2025-01-01 18:17:00,5.72,24,8,4,4,0,0,0,6,0,2,9,1,upload read email external_email open write rename rename external_email upload email upload open download close open download mass_download download email delete delete encrypt email,3.4073,1
user_118,f2366c72-0cd6-481b-be22-9e95c9cf850c,2025-01-01 17:30:00,46.39,100,5,36,20,1,0,0,150,3,6,0,0,read email write rename download encrypt download download delete open mass_download external_email open close open external_email email close rename close email open email read email external_email read read upload email close download download close encrypt external_email close delete upload open mass_download encrypt download close close delete delete open upload download external_email rename encrypt rename external_email download upload external_email close rename write delete read close upload delete write external_email download download encrypt read open upload external_email open delete write open mass_download write mass_download open email mass_download delete download delete rename delete rename email download delete mass_download external_email encrypt open external_email open,3.5172,1
user_10,29a18c43-a40c-4e16-b1e5-bc208a4e9452,2025-01-01 22:05:00,16.6,22,8,5,2,1,0,0,0,5,2,0,1,external_email upload upload write mass_download open read open upload read read rename upload rename read external_email close rename external_email encrypt upload mass_download,2.954,1
user_92,e672ec4e-65a1-44c1-9caf-ce2276f372ad,2025-01-01 10:42:00,37.54,44,4,24,13,1,0,0,11,5,4,0,1,encrypt external_email external_email email close write download open download encrypt close upload upload close upload close email delete download close read upload open download close external_email delete download email rename download delete email delete email email upload mass_download upload open open download read rename,3.3473,1
user_86,2a39754b-3ce2-49d9-a7d1-507cb2c48046,2025-01-01 15:24:00,24.15,46,2,12,14,1,0,0,0,0,2,8,0,download close read external_email upload close encrypt rename close upload mass_download close upload encrypt delete read write email encrypt rename delete mass_download rename open rename email encrypt close upload rename rename mass_download close encrypt email open external_email upload email mass_download upload delete email upload encrypt encrypt,3.3347,1
user_48,119e13a6-e402-40cd-a380-2a3ca288ae83,2025-01-01 23:11:00,9.67,82,7,27,28,0,1,0,6,0,1,0,0,encrypt read read download rename email upload external_email read delete download download read external_email encrypt download delete upload read email write close open delete download upload encrypt upload encrypt close external_email delete encrypt external_email read email mass_download external_email rename open email open external_email email delete upload rename mass_download upload upload mass_download close email rename encrypt download encrypt mass_download close upload delete rename rename encrypt external_email mass_download write rename email mass_download delete upload read read encrypt delete open mass_download encrypt write external_email external_email,3.51,1
user_58,2152f79a-c94c-486c-b330-a54df61f93a1,2025-01-01 08:21:00,32.35,28,5,8,6,1,0,0,0,1,2,6,1,open close encrypt download download write delete download read read download download open rename upload encrypt mass_download encrypt open write encrypt delete write rename email rename rename mass_download,3.2674,1
user_39,0f7aa08d-dc14-4dfb-9cd5-8a1ca459fff9,2025-01-01 18:39:00,14.45,33,7,11,16,0,0,0,150,0,0,0,1,email rename encrypt mass_download open email download delete read rename delete download delete upload email rename email mass_download close encrypt open email write rename delete mass_download encrypt mass_download email download email read upload,3.2516,1
user_85,095d14bf-fc08-40cd-a163-e81a2fc91118,2025-01-01 03:52:00,30.86,34,3,11,12,0,1,0,150,0,3,3,1,delete download email external_email open delete email rename delete close rename write external_email email open download upload rename download mass_download encrypt download write delete encrypt email delete mass_download upload mass_download upload read mass_download email,3.419,1
user_16,097d6f87-56a8-4d87-a4fb-138571f67640,2025-01-01 17:23:00,19.56,130,4,43,21,1,0,0,4,1,11,6,0,write close email encrypt mass_download download open email write external_email write upload open delete encrypt delete close write encrypt external_email open rename upload download close download delete download upload download delete write email rename rename rename encrypt close email read read rename read upload read mass_download download mass_download encrypt upload download open open write encrypt delete open rename write rename open email write write rename close rename close delete delete external_email mass_download delete close read encrypt write open write close email read email write upload rename encrypt external_email write read encrypt external_email write upload open email close email mass_download open upload read download open delete upload write read rename email open email close write mass_download upload upload write rename rename read download encrypt close email open rename write delete write,3.5104,1
user_138,b61716ac-bf5a-4b35-8b94-60df5016bea5,2025-01-01 22:05:00,26.33,12,7,3,1,0,0,0,150,0,0,8,1,mass_download write upload read upload upload read download delete delete download open,2.6887,1
user_143,32589c0e-858a-4f0b-a3e4-0ed6f8a581a2,2025-01-01 16:18:00,18.08,5,2,1,2,1,0,0,12,0,3,8,1,close external_email encrypt rename read,2.3219,1
user_107,6f9b61fb-70d6-4683-8cbc-358217898aa6,2025-01-01 19:10:00,15.4,31,5,10,5,0,0,0,9,5,4,0,1,open write open mass_download close rename open read encrypt encrypt open download open encrypt open read close upload write open rename download write write read email write encrypt delete external_email encrypt,3.2243,1
user_61,9943a27a-dccd-4531-bfcc-a7ba50370f51,2025-01-01 13:18:00,16.08,17,8,4,4,1,0,0,0,1,0,0,0,upload open rename mass_download open write encrypt encrypt download delete read download external_email read download close upload,3.3372,1
user_119,2cd4ccf2-8958-447a-ab17-ff8a477865f1,2025-01-01 21:44:00,43.96,3,8,0,1,1,0,0,6,0,2,6,1,encrypt close rename,1.585,1
user_71,5e043f39-833e-40e2-b2fc-6634fbf31ed4,2025-01-01 20:05:00,30.99,27,11,13,6,1,0,0,0,0,0,7,1,open rename rename email delete write download close encrypt download open close external_email delete open write open rename rename download email mass_download open external_email upload delete close,3.2781,1
user_28,5c747f02-c263-41e6-8486-8d0400f62f34,2025-01-01 13:30:00,5.84,32,4,7,15,0,0,0,0,0,0,8,0,mass_download write external_email delete read download close upload read close encrypt open download encrypt open close read upload encrypt read read encrypt upload upload encrypt mass_download delete email encrypt email read rename,3.3195,1
user_15,e810adc1-c3e0-4546-b58a-d10440aae878,2025-01-01 23:08:00,47.74,65,1,14,13,0,1,0,8,0,10,6,1,email rename rename open email write open open close write delete read upload download external_email upload close download email encrypt encrypt download open email mass_download mass_download rename encrypt email mass_download email read open delete open read write read rename email delete close email mass_download upload encrypt rename open encrypt download close delete encrypt download encrypt email mass_download close email encrypt delete encrypt email write download,3.4233,1
user_91,fe49830d-4112-455d-91f6-b29177ed5ad3,2025-01-01 03:46:00,6.38,24,4,8,3,1,1,0,0,5,1,0,1,encrypt email delete mass_download delete close close open delete read open delete delete delete upload encrypt delete download read mass_download email write upload delete,3.0016,1
user_17,979037e0-fed7-49cf-ae9b-8bc613ae8ddf,2025-01-01 23:49:00,4.42,74,7,22,15,1,1,0,16,1,8,4,0,write email read download mass_download encrypt delete close external_email read close encrypt rename email read email download external_email delete read encrypt rename close open rename rename encrypt rename mass_download rename upload mass_download read mass_download encrypt download mass_download mass_download external_email write write upload read open write upload encrypt rename rename delete download email read close upload external_email external_email delete open upload close encrypt mass_download delete rename close encrypt download encrypt read rename rename rename close,3.4791,1
user_105,81b9258a-4ec4-400f-b9a2-e6840463dcf0,2025-01-01 16:58:00,20.14,82,1,12,23,0,0,0,150,0,8,0,1,encrypt encrypt open encrypt read open write external_email email mass_download open email external_email encrypt external_email delete external_email download download external_email download external_email rename rename write mass_download download upload email external_email upload encrypt external_email delete encrypt rename rename external_email rename upload read close delete download download encrypt read close rename close external_email download close email close upload mass_download delete upload open encrypt encrypt delete upload mass_download close close read open upload email download encrypt email mass_download encrypt write read mass_download close email open,3.5151,1
user_99,0866ea4e-c8f6-4fad-a69e-8d41e4816aad,2025-01-01 14:22:00,34.94,21,9,6,5,1,0,0,150,0,3,0,1,external_email delete upload encrypt rename rename upload close open write write close download email mass_download encrypt external_email read email close read,3.4992,1
user_84,a816d4d6-d030-4416-99f1-d0b0f53f34bf,2025-01-01 21:48:00,22.03,29,5,5,10,0,0,0,0,3,8,0,0,rename email delete mass_download external_email mass_download email open external_email upload upload rename mass_download encrypt close delete upload delete download delete download open delete rename mass_download mass_download encrypt delete write,3.2501,1
user_147,8567a9a2-3498-45dc-8652-f63e2a4b6500,2025-01-01 02:33:00,34.4,26,1,6,12,0,1,0,0,5,6,10,1,rename email open encrypt rename rename close download email email email external_email email delete mass_download encrypt read open open mass_download close external_email mass_download download read rename,3.1958,1
user_1,e2a6b1d9-9623-425b-a69b-c0854f4e8766,2025-01-01 03:18:00,18.96,8,3,1,3,1,1,0,7,3,0,2,0,rename download upload open open upload upload rename,1.9056,1
user_44,bd7c55e9-3006-46a5-9184-29f872bcc6e8,2025-01-01 12:40:00,10.46,78,4,13,28,0,0,0,0,1,0,10,0,open external_email encrypt encrypt external_email close write mass_download email rename rename mass_download mass_download upload open mass_download delete close upload close delete mass_download mass_download mass_download delete delete close download delete mass_download read email encrypt delete rename rename mass_download encrypt delete mass_download upload upload open rename download close delete encrypt rename read close delete open external_email upload write email delete rename read rename open mass_download open email encrypt write encrypt mass_download rename download delete mass_download email read email open delete,3.4155,1
user_85,c1ad295f-df82-459e-aa86-874477f493c9,2025-01-01 13:35:00,31.54,20,1,4,7,0,0,0,150,3,10,3,1,open open rename upload close external_email rename rename mass_download download external_email download download read external_email read download delete rename close,2.9842,1
user_51,0dd847aa-4ada-41f5-9e6b-6ea20b5672de,2025-01-01 01:47:00,20.46,28,5,11,5,1,1,0,0,0,0,0,1,close upload encrypt upload read external_email external_email encrypt download rename mass_download close email encrypt delete open email download open close write open external_email upload download external_email upload open,3.3693,1
user_51,cd224da8-e1e9-4c46-8d2e-5e6809d8356c,2025-01-01 23:27:00,9.3,13,2,4,4,0,1,0,15,1,9,9,1,email close external_email mass_download download read email download read encrypt read upload close,2.8731,1
user_104,335b83a3-ba2f-4cce-9290-8d017ce0d240,2025-01-01 09:28:00,30.14,37,6,11,9,1,0,0,150,0,10,3,0,close close upload external_email close download encrypt read upload delete open rename upload delete close external_email read close external_email email upload mass_download email email delete email write upload write encrypt open write encrypt download close rename mass_download,3.476,1
user_3,03c59cde-df80-47db-959a-1a3d3607a3b1,2025-01-01 10:43:00,38.12,20,7,3,8,0,0,0,0,1,0,4,0,external_email download write rename external_email rename external_email rename external_email rename upload email email download open email read read upload rename,2.8037,1
user_126,d9529cb6-9d69-4152-bf95-f0a2cb9c5532,2025-01-01 22:11:00,6.59,22,10,8,9,1,0,0,0,0,10,4,1,rename open email encrypt external_email encrypt download read upload open read upload close read email write download mass_download download delete encrypt email,3.4131,1
user_93,84b642b7-3584-4bf2-879d-f03177aef827,2025-01-01 00:48:00,13.43,32,8,11,15,0,1,0,0,3,0,3,0,download encrypt open upload write open upload email upload rename download rename read download upload close external_email close delete write upload email upload open open mass_download mass_download download rename delete upload rename,3.3234,1
user_122,c5d952b8-5e1b-496e-b682-2c09fc9e0097,2025-01-01 08:33:00,4.05,80,10,31,15,1,0,0,150,0,7,6,1,external_email encrypt download open close encrypt write external_email delete upload open rename encrypt upload encrypt close external_email rename close external_email write email close download rename read encrypt delete upload rename open open read delete close email read mass_download read open write download read encrypt write mass_download mass_download delete mass_download open external_email download open rename open open encrypt close delete rename rename write mass_download write email encrypt mass_download read encrypt read read encrypt external_email read mass_download email external_email open external_email upload,3.5107,1
user_98,c3cce0ec-ee05-4743-8793-4826639f9275,2025-01-01 20:02:00,20.09,19,2,4,6,1,0,0,150,1,0,9,1,write mass_download mass_download upload encrypt delete close download rename mass_download email rename read close email encrypt mass_download delete open,3.3006,1
user_117,0c680cf6-657b-40e7-95c5-aaf568d8ca97,2025-01-01 11:59:00,30.86,42,9,6,11,1,0,0,3,0,0,9,1,download email email encrypt mass_download upload external_email rename write external_email close download encrypt external_email close mass_download email encrypt delete read upload delete mass_download open download delete open upload open open email external_email read encrypt open external_email delete upload email email rename close,3.4639,1
user_141,0b56c97f-60da-45ef-8712-f4bb377ff907,2025-01-01 08:17:00,22.59,49,2,6,19,0,0,0,150,1,1,7,0,write upload upload write delete rename delete mass_download write upload mass_download delete external_email rename delete encrypt write open encrypt encrypt encrypt external_email rename upload download write download encrypt email email download encrypt write encrypt upload upload encrypt external_email write delete open delete encrypt download write email upload email email,3.1492,1
user_96,06bf2a69-4026-427a-902d-ce8ff434b225,2025-01-01 18:34:00,10.89,78,4,22,35,0,0,0,0,0,1,0,1,read external_email read close mass_download download read write close encrypt email delete mass_download mass_download rename delete delete open download upload open read upload read open email delete mass_download rename external_email delete write mass_download email write upload email close write read download encrypt encrypt download upload external_email encrypt upload encrypt external_email delete encrypt download write close encrypt external_email email encrypt delete rename open close write encrypt mass_download open email download open external_email encrypt close download mass_download email read delete,3.5389,1
user_35,f55f7380-b491-474f-b259-bd64627c296c,2025-01-01 03:33:00,22.42,44,6,16,16,0,1,0,19,1,7,10,1,open external_email external_email upload encrypt download email external_email external_email upload rename delete mass_download email download mass_download delete mass_download delete download close read open rename email encrypt mass_download rename open encrypt close read encrypt rename upload write write email open write download open delete close,3.5532,1
user_85,441b0856-dc54-4847-83a2-580eb197a443,2025-01-01 04:38:00,17.73,46,3,14,11,0,1,0,0,1,0,0,1,write open read rename mass_download mass_download rename delete write write write delete upload external_email download close external_email encrypt delete write mass_download open encrypt open rename external_email read mass_download encrypt rename mass_download mass_download delete write external_email email rename open close upload email delete read write delete rename,3.3999,1
user_32,9edf3215-63fb-4f0b-8d91-91ecdf65b5ad,2025-01-01 02:42:00,23.01,19,1,4,2,0,1,0,150,1,1,6,1,download rename encrypt read close encrypt write upload open mass_download write read read encrypt delete download read close write,3.1158,1
user_98,2d3dd104-79e9-479a-b1c9-070b4dad83e5,2025-01-01 23:30:00,6.67,32,6,8,15,0,1,0,9,0,3,0,1,write download delete write upload open close mass_download upload read read upload rename open read upload read read write external_email email rename email mass_download encrypt write encrypt open upload encrypt upload email,3.3317,1
user_118,d5fc2358-1b2d-4bdb-93f4-e146439d6675,2025-01-01 11:49:00,16.55,30,3,12,9,0,0,0,0,1,4,6,0,read read delete open encrypt upload rename external_email encrypt mass_download upload encrypt open rename upload open read external_email delete mass_download download write write rename mass_download open close read download rename,3.3647,1
user_9,23d18e4c-577f-4a8a-8db3-a842c7a3f3ae,2025-01-01 20:48:00,26.26,39,7,10,14,1,0,0,0,5,10,0,1,mass_download open read rename read encrypt encrypt upload encrypt open upload upload email write read rename download download rename delete encrypt encrypt rename delete upload upload close upload encrypt email open download encrypt mass_download external_email delete read download open,3.3388,1
user_95,471b5585-4c79-4d24-a18c-7f100336f6a8,2025-01-01 22:49:00,40.26,25,3,10,11,1,0,0,150,3,6,4,1,delete upload encrypt write upload open open close upload download mass_download email rename upload read external_email close close write write download upload close write encrypt,3.2995,1
user_12,18bc30bb-65fb-4e15-86be-7554667d2fbc,2025-01-01 07:01:00,12.7,24,8,4,11,0,0,0,150,0,8,3,0,email close delete close download upload email upload delete upload download delete download read delete upload rename write download mass_download encrypt encrypt upload mass_download,3.1012,1
user_10,2d1488b0-dd67-48f0-81d0-d9834dd63611,2025-01-01 11:28:00,26.34,94,5,42,22,0,0,0,0,3,0,0,1,write encrypt close download mass_download close email open read delete mass_download close mass_download encrypt write write external_email open encrypt open delete upload open upload rename encrypt download encrypt close write read write read external_email upload write download upload external_email delete external_email write open open upload close write open open mass_download encrypt write upload open delete delete close email email external_email external_email rename rename open open email close email rename rename external_email rename write read email rename upload read close external_email external_email open email write email upload close mass_download download close read rename upload external_email,3.5091,1
user_95,e86713e7-9d6d-4fb2-95aa-e48c0052f1b2,2025-01-01 19:20:00,27.43,59,7,22,17,0,0,0,14,3,0,0,0,delete download write write download delete external_email rename rename email mass_download delete external_email external_email open read mass_download close delete external_email open external_email open rename rename mass_download upload encrypt read read delete email email delete close email rename encrypt mass_download open mass_download close read read email download encrypt read email delete mass_download delete external_email close mass_download download open read upload,3.4708,1
user_106,dfaff267-06ee-49ae-a555-5ef19bd12d3a,2025-01-01 16:54:00,23.11,22,1,9,5,1,0,0,150,0,0,3,1,write upload mass_download write close download delete encrypt delete delete encrypt open external_email delete read mass_download download upload mass_download rename mass_download rename,3.2776,1
user_55,2540e320-e095-462e-89de-29a25c5082c8,2025-01-01 01:42:00,15.53,96,5,27,32,1,1,0,3,0,7,7,0,write delete read mass_download mass_download email open rename write email open read close email rename upload mass_download encrypt mass_download delete write email upload close external_email encrypt encrypt open mass_download open encrypt upload open open rename download mass_download close encrypt mass_download upload email rename read rename delete open read open open read download close write close external_email delete encrypt upload upload upload upload rename email download mass_download email mass_download rename rename email close email rename mass_download external_email delete open write close external_email download write rename mass_download external_email upload open open write mass_download write close email close close,3.4957,1
user_91,9b8d3369-a0c8-4a14-a9ea-43a18364a154,2025-01-01 23:05:00,5.42,5,7,1,2,1,1,0,150,0,0,0,1,encrypt delete open write external_email,2.3219,1
user_147,e723af17-7b4e-4ece-9db1-6b9a65ea0594,2025-01-01 16:57:00,21.43,110,4,14,20,1,0,0,1,5,0,8,1,open email external_email encrypt download download mass_download download delete read close download encrypt delete external_email rename upload external_email mass_download mass_download download open external_email external_email upload read read encrypt close read rename read download encrypt encrypt rename email rename upload read open download download write delete download delete email open close upload open write rename close upload external_email upload upload open write delete upload external_email encrypt encrypt write close mass_download read encrypt write write write email mass_download rename close upload read close delete mass_download external_email write close read encrypt encrypt download open close upload write rename rename open open external_email read delete encrypt mass_download delete read external_email external_email encrypt external_email email,3.5506,1
user_100,81e4b7f5-63cb-41a3-ace2-b359d0c3b3b2,2025-01-01 13:42:00,17.21,32,1,9,14,1,0,0,150,0,0,8,1,close upload external_email external_email close mass_download write download delete read download email mass_download external_email download rename upload write open write delete encrypt read upload rename external_email write rename download write delete delete,3.4025,1
