user_id,session_id,timestamp_start,duration,num_actions,uniq_resources,num_file_open,num_file_delete,external_drive_use,night_activity,weekend_activity,web_connections_count,sensitive_keywords_detected,email_external_count,auth_failed_count,new_ip_login,actions_seq,entropy_of_activity_timeline,is_anomaly
user_84,67e2c7fc-a6a0-493e-bd89-6ef38e6d2065,2025-01-01 14:23:24,60.0,100,30,30,20,0,0,0,0,3,8,8,0,external_email external_email open read open delete mass_download email delete read mass_download delete write mass_download read upload download write email external_email upload delete open download email open email close email external_email close external_email read email upload read read delete open email open email open upload upload upload external_email download email read external_email upload open external_email open mass_download close external_email close upload upload download read read write external_email close upload read mass_download delete read external_email write open upload write mass_download email delete open close delete upload external_email open email mass_download upload external_email write email write email upload mass_download write mass_download mass_download download,3.2546,1
user_34,67fd24aa-9a52-4480-9ab8-5e85c497dfa1,2025-01-01 21:13:39,60.0,100,1,30,20,0,0,0,0,3,6,7,0,mass_download mass_download download open email email delete write close close open close delete download email mass_download upload mass_download mass_download open read read external_email external_email write write open delete open email read external_email open write close email close mass_download download write mass_download delete close open email external_email close mass_download write read mass_download read email external_email mass_download external_email delete email read open write download write write close download download delete close mass_download open write close download email read download close open write download email open close delete delete close download open upload close download email external_email download mass_download open download mass_download mass_download,3.2016,1
user_15,89d4a129-640f-46ec-bad7-39bb0f433c63,2025-01-01 14:02:57,1.0,5,1,1,1,0,0,0,0,1,9,9,0,close external_email close read open,1.9219,1
user_61,f248dd77-88d9-482e-b57f-8b019bd6cd97,2025-01-01 05:04:41,60.0,100,1,30,20,1,1,0,100,3,9,6,0,close write external_email write open delete read write external_email external_email external_email read email mass_download email email open open download download email external_email close read read write delete mass_download external_email close mass_download write email read write write external_email close external_email open close mass_download download delete write download external_email delete open mass_download download open email write email delete write close upload delete email download mass_download close upload external_email open upload read read open external_email read download open open email open write open delete external_email delete download open close delete upload close open delete external_email mass_download close external_email external_email write external_email upload external_email,3.2435,1
user_28,f11f0f35-9f63-4a41-a671-fd3e18540ffe,2025-01-01 13:46:15,60.0,5,1,1,1,1,0,0,0,4,8,7,1,open open upload write write,1.5219,1
user_62,fff61b6b-6b2f-42e6-97a9-9341d735faea,2025-01-01 20:12:35,60.0,5,30,1,1,0,0,0,100,2,7,7,1,delete download write upload upload,1.9219,1
user_80,5f045908-8b33-4b6b-93c4-8b23b2a85a05,2025-01-01 19:14:24,1.0,100,1,30,20,0,0,0,100,2,9,7,1,delete write close delete upload open external_email mass_download email write close write close upload open download upload close delete open open mass_download read open download close email email open read email write mass_download mass_download mass_download mass_download write email external_email email mass_download external_email download write delete delete write mass_download download close read download mass_download email delete open upload external_email write mass_download external_email read delete download delete delete upload close write close mass_download external_email write mass_download write download upload mass_download delete read open email mass_download open download close close write email write email close email write email close write delete read read,3.2519,1
user_6,d1447dcd-3375-4991-804a-167bf1f652b2,2025-01-01 18:14:14,1.0,100,30,30,20,1,0,0,100,3,8,8,0,write email email open external_email download upload close download close mass_download delete email open read delete download download read write read email read download delete close upload mass_download external_email mass_download upload write upload close read email close upload close upload close download mass_download upload email close download external_email download external_email email email mass_download mass_download open mass_download read upload delete email download mass_download mass_download external_email close write download upload read email mass_download upload upload read mass_download write open mass_download upload mass_download write external_email close open open delete external_email email read delete download open read close close email email read email upload,3.2542,1
user_31,94cd2797-73ce-4671-93e7-2cc0e821cfbe,2025-01-01 18:41:29,60.0,100,30,30,20,0,0,0,0,5,10,8,1,email email write write close mass_download email delete write close open mass_download read email open external_email write write upload open close read mass_download close download open close write open read email email close external_email delete mass_download read delete download external_email read upload read email mass_download upload external_email close close upload external_email close open upload write open write write open close open read close delete open delete close close delete email close read email delete external_email write read upload external_email open external_email write read write email download open read open mass_download mass_download open read write read read read external_email delete external_email,3.2072,1
user_71,e2e44649-363c-41ba-8299-65753983018a,2025-01-01 17:15:16,60.0,5,30,1,1,0,0,0,0,2,9,7,0,download read close close upload,1.9219,1
user_75,0c2f88bb-ea29-4870-988f-543b584fb6c2,2025-01-01 14:37:23,60.0,5,30,1,1,0,0,0,100,4,10,9,1,download upload upload upload close,1.371,1
user_38,46c9ecff-75aa-4bdb-84a5-602aa1b59b8f,2025-01-01 02:18:15,60.0,5,1,1,1,1,1,0,0,1,5,6,1,upload download external_email read external_email,1.9219,1
user_99,a95abe3b-9bc6-4192-8d4e-e9a21cd2239f,2025-01-01 21:01:56,60.0,5,30,1,1,1,0,0,100,2,10,6,1,read delete close external_email write,2.3219,1
user_46,6b3b0177-7703-48ca-a55c-967c134af48d,2025-01-01 04:32:32,60.0,5,30,1,1,0,1,0,100,3,10,5,0,email open read read delete,1.9219,1
user_65,292df42c-7f82-489e-98e1-972bfcd2546d,2025-01-01 07:07:43,60.0,5,30,1,1,1,0,0,100,1,9,8,1,delete download open external_email upload,2.3219,1
user_92,cde1f7d7-6bf2-4ab3-8207-3369d6f910de,2025-01-01 04:36:03,60.0,100,1,30,20,0,1,0,100,2,9,8,1,close external_email download read download external_email external_email download external_email download upload open upload download upload download delete delete write delete read upload read delete write download email download download close download open download download mass_download mass_download email download read delete external_email read read download write close close download external_email delete close email external_email write upload delete open read upload read read email open delete email write email read read delete read upload external_email close download external_email close external_email open close email external_email mass_download write email close write open read upload upload read read download mass_download delete open read mass_download email,3.2313,1
user_65,0ad20841-bd50-45fc-bd75-01d0616289da,2025-01-01 15:18:09,60.0,5,30,1,1,0,0,0,100,1,7,10,0,upload delete delete download upload,1.5219,1
user_71,9d47a754-6e6d-4845-b7ad-3dd813a60d18,2025-01-01 02:00:12,60.0,100,30,30,20,0,1,0,0,2,9,6,0,read upload open close download download mass_download external_email write close close mass_download mass_download read external_email write email write download read open upload delete email open email email delete download external_email open download download write upload external_email upload delete external_email close write open close download open external_email mass_download read write email external_email read mass_download email mass_download external_email read open mass_download download external_email open mass_download email email close delete delete close read upload email write open read email external_email upload write download delete close upload delete open write email upload read download write close read read upload download upload upload email upload,3.304,1
user_85,b6313be7-c49c-4556-b6f8-f5188a24b146,2025-01-01 00:02:13,1.0,5,30,1,1,0,1,0,0,2,5,7,0,upload download external_email download close,1.9219,1
user_87,659f0315-fa71-4ae5-8153-4dbfa901273b,2025-01-01 08:45:15,1.0,5,1,1,1,1,0,0,0,4,7,7,0,read mass_download mass_download mass_download mass_download,0.7219,1
user_83,90eb8554-c34a-4dbd-9c2d-d3e155d0569f,2025-01-01 23:36:42,1.0,5,1,1,1,1,0,0,100,2,10,5,1,upload upload upload open read,1.371,1
user_2,628bc8cd-aaa2-4f9c-bff8-33cec892f512,2025-01-01 13:07:18,1.0,100,1,30,20,0,0,0,100,3,5,7,0,open read write delete write open upload download delete open email external_email open close email write open download download read write download upload mass_download external_email mass_download download read email read close download close email close read close open open external_email delete external_email read upload external_email external_email write upload close mass_download close write email read upload open write email write external_email open email write close upload external_email close write email external_email read close read upload open write delete open write download mass_download write mass_download write upload delete external_email external_email download external_email email open upload close mass_download write open close download open,3.252,1
user_21,7dc66712-5a24-406b-a05b-5ab718b1551e,2025-01-01 13:47:27,60.0,5,30,1,1,0,0,0,100,4,10,6,1,mass_download upload download upload read,1.9219,1
user_73,74d8ead0-644c-44b8-b5c2-6aa9da526572,2025-01-01 20:20:48,1.0,100,1,30,20,0,0,0,100,1,8,8,1,download email email mass_download upload close external_email email write mass_download delete open email read upload mass_download write external_email mass_download email email close open delete read external_email mass_download download download delete mass_download download external_email delete upload read write external_email email upload close mass_download download email close close read mass_download open mass_download email email write mass_download external_email mass_download email read close mass_download read download download download delete read open upload read external_email open upload mass_download read open delete external_email email upload external_email delete write upload read external_email download mass_download read close upload close download download write write mass_download external_email write read upload,3.2726,1
user_16,352af35d-7ad0-4982-a27c-891ee76659e3,2025-01-01 23:25:28,1.0,100,1,30,20,1,0,0,100,3,8,5,1,close external_email close upload read download read close upload mass_download close mass_download open delete email read upload mass_download delete close upload email upload mass_download close close email upload email delete open read close email email mass_download delete open email write upload email download close close upload download download close write mass_download write mass_download close write download open close email download delete mass_download read download delete email read close email close open external_email delete email download mass_download email close read read open upload delete open delete close email close write close write email close close write email email delete write upload,3.1404,1
user_89,78ccc885-6c99-4208-8b1f-b71be466317e,2025-01-01 18:45:04,60.0,5,1,1,1,1,0,0,100,3,7,5,0,open write mass_download mass_download upload,1.9219,1
user_37,d1fe34ef-1155-4bde-ab3c-4defa08339ed,2025-01-01 10:17:04,1.0,5,1,1,1,1,0,0,100,4,7,8,1,open upload write close delete,2.3219,1
user_10,1af00d19-a62c-42e3-adf1-47a7fb05389f,2025-01-01 01:43:45,60.0,5,30,1,1,1,1,0,0,4,7,5,0,email close delete external_email write,2.3219,1
user_92,a82457d1-e011-4886-a4d0-045a4beb5374,2025-01-01 01:52:47,60.0,5,1,1,1,1,1,0,0,2,5,10,1,open close delete close write,1.9219,1
user_65,97a24ff4-ec80-47a1-aa4a-f465cf794da1,2025-01-01 17:46:46,60.0,100,30,30,20,0,0,0,100,5,7,10,0,open email read delete write download read read email close write email write close delete mass_download delete read download write upload close download write external_email close read external_email email open download close open mass_download delete delete read open write read download download write email write delete open download external_email download read read email open read delete delete delete close delete read external_email mass_download external_email write email email open upload read download mass_download delete email upload download delete download mass_download close external_email download close open read close close write email read close read email close delete download upload write write read,3.2096,1
user_26,8c5644c5-173d-48b0-9a65-bf4097a03ba9,2025-01-01 11:38:55,1.0,5,1,1,1,1,0,0,0,5,6,10,0,open email email external_email upload,1.9219,1
user_23,1eebbdf4-bffa-498a-97b0-5dfdfc1274dd,2025-01-01 00:07:39,1.0,100,30,30,20,1,1,0,0,1,7,10,1,email close open delete open download external_email download delete upload delete delete download read upload upload open email mass_download read open mass_download read read external_email email write mass_download external_email mass_download download upload write delete open mass_download upload external_email upload write close email email external_email email download open write write close write read close mass_download write mass_download email mass_download download read download mass_download open external_email external_email delete upload write external_email close download download mass_download external_email delete email delete write delete upload upload external_email external_email read mass_download open mass_download email download mass_download close email external_email delete open download write delete mass_download delete,3.2833,1
user_92,34118607-9332-4b7e-aa76-4ce47e8d457c,2025-01-01 08:31:37,60.0,100,1,30,20,1,0,0,100,3,9,8,0,delete mass_download close email read close delete delete close download close delete close delete open download close delete read mass_download close delete download download download external_email upload delete open upload email download download write close external_email close email mass_download read email download write upload write close email download delete email mass_download download external_email mass_download external_email upload close write write mass_download download write external_email delete mass_download read email mass_download email download email write upload external_email read close read close close mass_download download delete mass_download download read open email open open upload external_email email download external_email read read download mass_download open upload,3.2558,1
user_24,84c0fda2-398f-4893-b2ae-5d4724eb9fc1,2025-01-01 18:03:21,60.0,100,30,30,20,0,0,0,0,3,5,7,0,read close open download download mass_download delete open email upload external_email upload mass_download close close delete mass_download external_email download upload read open mass_download write email delete delete external_email mass_download email upload email write external_email read write open email external_email upload delete write upload upload external_email upload delete mass_download close close upload mass_download mass_download close upload write mass_download open open close write delete external_email external_email external_email close open external_email write write write write read mass_download mass_download mass_download write download close read read read write email close external_email write open mass_download download write mass_download email mass_download mass_download read open external_email mass_download close,3.2386,1
user_2,ee665563-fc4c-4b42-978b-a71350ccad1f,2025-01-01 16:03:02,60.0,100,30,30,20,1,0,0,0,5,10,9,0,delete close mass_download delete email email close upload email close open email download upload mass_download mass_download upload external_email close close download email close upload external_email write delete delete open open mass_download upload upload external_email write upload close external_email email write open close email download external_email read write upload close write upload email mass_download close delete download download write email external_email read external_email email external_email download write upload delete download upload write mass_download open write external_email open mass_download upload download upload email mass_download read close email email close email external_email download close close external_email email upload external_email delete close email read,3.2124,1
user_32,38b181c5-8379-4e03-b71b-91ab4d87c8c9,2025-01-01 10:44:02,1.0,100,30,30,20,1,0,0,0,1,8,8,1,close external_email open write upload read external_email upload download email open read external_email email upload read mass_download upload mass_download download open write download upload open email mass_download read open external_email upload external_email read close download email email close read read write download email email mass_download mass_download write upload delete mass_download external_email open mass_download write mass_download mass_download close write close external_email close delete email read email mass_download download email open upload mass_download external_email write email read download open upload email write external_email external_email open close delete write mass_download external_email delete delete open read write write close upload write upload delete write,3.2853,1
user_13,28f537e3-2629-425e-b946-7284024f70ec,2025-01-01 03:50:34,1.0,5,30,1,1,1,1,0,0,2,10,6,0,write close mass_download close download,1.9219,1
user_64,88975d72-fbd0-4916-8ea3-cedd927e1a37,2025-01-01 05:36:27,60.0,100,30,30,20,0,1,0,0,4,8,5,0,write mass_download email delete read email write open close upload mass_download close write read email write mass_download mass_download delete external_email delete upload read external_email external_email delete open mass_download delete write close close upload email delete upload open email delete delete delete download delete mass_download download external_email upload read delete read download email upload mass_download open delete email write upload open close download mass_download delete mass_download external_email close delete external_email write upload upload email external_email delete open write upload download mass_download read open write download delete email read delete external_email read external_email write write close delete upload external_email close read read,3.2587,1
user_25,c0d63d0f-5471-4294-b2a7-658063e5c352,2025-01-01 18:56:00,60.0,5,30,1,1,1,0,0,0,1,8,9,1,read close read open delete,1.9219,1
user_69,3564baad-2f9c-4360-af02-e096ca3e1561,2025-01-01 15:42:26,60.0,100,30,30,20,0,0,0,100,2,10,7,1,delete upload delete email delete delete read open open open mass_download close mass_download email delete read download delete external_email close email email open upload email mass_download external_email open open external_email mass_download mass_download delete email open download read mass_download open read read upload download open download write upload read download upload email delete delete mass_download mass_download delete delete delete open open open external_email download close external_email close download delete download upload external_email read upload open upload external_email delete email close write mass_download delete close read close email delete read delete download download close external_email download read write download open write delete,3.2273,1
user_77,12a3e98b-7792-47f9-9746-6d7eb9290cf0,2025-01-01 00:01:59,60.0,100,30,30,20,0,1,0,0,3,7,10,1,mass_download read close open open upload upload delete external_email mass_download download upload read external_email read delete read mass_download mass_download email open download delete download read read read delete email email mass_download download upload external_email open email delete close external_email open download write open upload download external_email open delete download write upload mass_download open read external_email external_email open write write open close read read write close open download delete read email write external_email email write mass_download email external_email write read download email close write write delete close external_email mass_download email write delete download open external_email read open delete upload close read,3.286,1
user_62,391cd5d4-4933-43c8-b38f-bb2ae89747e9,2025-01-01 12:55:53,60.0,100,1,30,20,0,0,0,100,1,7,9,1,email external_email mass_download open upload read write read mass_download close open open read external_email mass_download mass_download upload delete upload close external_email email read write close write open delete close read read close upload external_email read external_email external_email open mass_download close read email close external_email close external_email mass_download delete delete delete upload read delete mass_download open email read write delete delete mass_download mass_download write read write close read delete upload mass_download upload open write close open read email external_email email close download delete read open open download upload email delete delete write mass_download external_email write upload delete write close download upload,3.2462,1
user_68,52411c21-acf6-4e09-a8b4-dd90cbb41368,2025-01-01 08:04:31,1.0,5,1,1,1,1,0,0,100,4,5,6,0,upload download close download upload,1.5219,1
user_17,7da04b9a-62db-4cbb-bf84-edce129afd39,2025-01-01 15:48:41,60.0,5,30,1,1,0,0,0,100,3,8,5,0,mass_download read write close email,2.3219,1
user_47,34d46691-4ce3-4c23-971b-bc08c54a9ea3,2025-01-01 17:00:50,1.0,100,30,30,20,0,0,0,100,2,10,9,0,download open mass_download download read mass_download email delete write mass_download delete mass_download download read write write email email close mass_download close external_email mass_download delete read open write read close mass_download read mass_download open delete external_email upload mass_download delete read write download read external_email close mass_download write external_email delete read upload open delete write open download mass_download write read mass_download open upload close upload open download read delete upload upload email open download read email open delete mass_download download external_email external_email upload download open email upload delete read download email mass_download open download write open write open email write open download,3.2535,1
user_68,733d0141-4f6e-4ba7-8377-f4c0979bc07d,2025-01-01 16:01:19,1.0,100,30,30,20,1,0,0,100,5,7,10,1,download email delete upload external_email upload download close close read read mass_download external_email open open mass_download delete open delete email write open upload external_email email delete email read read upload mass_download external_email download open download mass_download delete delete email download download upload mass_download delete open close email read read email open mass_download mass_download upload open mass_download write read mass_download close mass_download download close write delete open mass_download download delete mass_download mass_download close upload upload write mass_download external_email open open mass_download upload upload email read close external_email delete delete open write close upload write external_email download external_email download write delete read,3.2829,1
user_85,f5697c90-d57d-4e85-9a5b-3e154b0226e3,2025-01-01 23:21:40,60.0,100,30,30,20,0,0,0,100,5,7,7,0,download external_email delete download delete mass_download delete email mass_download open external_email delete read upload upload write close delete open upload email delete upload delete read external_email download download mass_download close close email mass_download close close write upload mass_download email delete external_email download email download email close external_email external_email email external_email download external_email external_email close open download delete email external_email mass_download delete read download open read write read write upload close email open open close external_email read open external_email write upload external_email write upload download open delete upload upload open write open delete open external_email mass_download open external_email upload delete write,3.2716,1
user_57,107e9e4f-e0c4-4cd2-991b-3d044308f4f6,2025-01-01 13:59:56,1.0,5,30,1,1,0,0,0,100,2,10,7,0,download external_email mass_download write download,1.9219,1
user_24,7c6f4597-1438-4dc7-b34f-e4b5dca893df,2025-01-01 23:17:30,60.0,5,30,1,1,1,0,0,100,4,9,10,0,upload read mass_download mass_download close,1.9219,1
user_71,1934d563-b1f3-4e14-8657-d7a83e0cdcdb,2025-01-01 04:04:50,60.0,100,30,30,20,1,1,0,100,5,8,7,1,close upload email email close external_email delete delete email external_email external_email external_email read upload write open upload download delete external_email read email external_email write delete download mass_download close mass_download upload read write close mass_download open mass_download download external_email delete write upload download close upload upload download delete mass_download open download external_email upload read upload upload delete delete email external_email write close download upload close write upload external_email email delete upload write mass_download external_email write close read email email external_email external_email email write read mass_download download download email mass_download delete upload external_email write download write write mass_download upload upload download email,3.2194,1
user_34,435bcb92-a828-4347-8d70-2c92ef206ee0,2025-01-01 01:04:46,60.0,5,30,1,1,0,1,0,0,2,10,8,1,write close mass_download email close,1.9219,1
user_92,f0feb3f1-45eb-47a5-bd5d-a2d6b7d8f331,2025-01-01 02:57:57,1.0,100,30,30,20,0,1,0,100,1,8,10,1,email upload write download close write close delete external_email mass_download close external_email download download open write write mass_download external_email open mass_download read download write email external_email email delete mass_download download upload upload write external_email read close upload mass_download external_email delete delete mass_download close download open write upload external_email delete mass_download write upload mass_download delete download upload delete delete email download email write write upload close email external_email download mass_download delete email read upload open write download delete external_email email download open email download read delete close download close external_email email read close upload email upload email close mass_download close read,3.2749,1
user_65,709d6068-3ad5-46b6-9d94-ff984661a647,2025-01-01 04:20:04,60.0,5,30,1,1,1,1,0,0,4,8,6,1,download download external_email mass_download external_email,1.5219,1
user_100,8cb6925a-0df3-463f-93e8-758215875c8a,2025-01-01 20:03:03,1.0,100,1,30,20,1,0,0,100,4,8,6,0,email delete delete write download open read write delete write write read download email external_email delete open email open mass_download mass_download download write external_email delete delete delete download close download open email delete external_email read open close write upload email close read upload upload email open download delete delete external_email write email open mass_download open external_email upload delete external_email download write read mass_download read email mass_download mass_download read download write write open write delete upload email read close external_email delete read close delete open external_email email upload external_email read download upload external_email upload write download write external_email close download close,3.2805,1
user_73,9e8373b5-e616-4c78-894d-927c37b07348,2025-01-01 18:32:40,60.0,100,30,30,20,1,0,0,0,5,10,10,1,open delete write upload mass_download download delete close download write close open email close close write read upload upload open read upload close write read open mass_download close read delete open download delete external_email external_email download read mass_download download close delete open delete mass_download mass_download download close external_email email read read upload close external_email write external_email mass_download upload external_email read download open email email email close email open external_email mass_download download download close read open mass_download delete external_email close download read close email open open external_email delete mass_download close read read delete mass_download delete open upload mass_download email write open,3.2777,1
user_51,e511c2de-066f-4e9f-81ce-fa6ed1640609,2025-01-01 04:41:27,1.0,100,1,30,20,0,1,0,100,2,6,7,1,close download open mass_download email close external_email open write close upload email read upload close open open email open mass_download mass_download delete mass_download read external_email close download mass_download mass_download read download email write mass_download download mass_download open download read open email delete upload external_email write download open mass_download upload email upload close mass_download mass_download read delete write close email open email open external_email external_email open close close open email download read email email read upload upload open email download mass_download write email open write external_email external_email close mass_download write mass_download mass_download upload delete upload delete upload delete delete download external_email,3.2645,1
user_53,8b9f9740-fe78-4ef8-85a9-9d0b01adf555,2025-01-01 20:10:17,1.0,100,30,30,20,1,0,0,0,2,8,7,0,delete upload upload upload close delete close write open open delete close write download email external_email delete delete upload close delete email external_email close open mass_download upload external_email open mass_download download download mass_download email delete external_email mass_download read mass_download close open close upload external_email mass_download download mass_download open email upload email external_email close open delete read mass_download email upload upload delete upload close read download mass_download download email upload upload write write write download open download upload upload email open email close mass_download write delete email upload upload external_email download mass_download write email mass_download open email download mass_download download email,3.224,1
user_35,58d586ba-dc1b-43d8-a4cf-e8ac53772b29,2025-01-01 05:42:51,1.0,5,30,1,1,0,1,0,100,5,9,9,0,close delete open email delete,1.9219,1
user_82,ffe577f7-1aad-42a9-846a-8a2c9ca6886b,2025-01-01 00:52:35,1.0,100,30,30,20,0,1,0,100,5,9,7,1,close delete external_email upload email close delete write delete mass_download upload download write open mass_download external_email open mass_download upload close mass_download read download delete open close external_email delete open delete upload email email delete close external_email delete mass_download close upload external_email close email close read external_email open email mass_download external_email open close open upload read open external_email download external_email write delete close download download download upload read write upload download upload read mass_download download read upload mass_download download read close read read open delete read close write upload delete external_email delete external_email read close write read read external_email external_email close,3.2562,1
user_28,252cbd39-030c-4cb6-ae1c-6c2a863d4167,2025-01-01 17:32:36,1.0,100,1,30,20,0,0,0,0,5,5,9,0,open upload write read mass_download external_email write delete open upload write write upload upload external_email download read close email mass_download read open email open external_email read upload delete email delete mass_download open write download close email email external_email upload email open email open email mass_download write external_email write mass_download upload write read mass_download external_email write external_email read open email email open read read read read mass_download write read open upload mass_download write close read close external_email download write email delete download mass_download write email close delete upload mass_download close email read external_email delete close email download mass_download email read delete,3.2513,1
user_53,41cb70c8-4405-4d63-b06c-27fa7ffea7e2,2025-01-01 16:27:29,1.0,100,1,30,20,1,0,0,100,3,7,10,1,open download mass_download open close mass_download mass_download download external_email open write email read delete external_email close write read read read write email close upload upload email download open mass_download write delete delete delete upload upload external_email download upload write read email upload read close delete close close upload download read email external_email open delete delete read write write upload external_email open write email upload close email external_email open upload mass_download mass_download delete close read open close download read mass_download read email write upload close write email external_email open write write delete mass_download email read email write open delete download open,3.2936,1
user_33,3a14ed1d-1860-4e10-9d5f-0365feff2b93,2025-01-01 05:04:57,60.0,100,1,30,20,1,1,0,100,3,9,10,0,open write write mass_download read external_email upload read download email email delete mass_download delete upload email download email write close upload open mass_download close download upload read download read delete open download write open mass_download close external_email upload open mass_download close open email external_email delete delete open external_email write email mass_download delete open external_email download write write read delete close download email open mass_download mass_download close download download mass_download open close external_email delete download download close external_email close read external_email download upload read upload open download external_email email mass_download delete external_email write download email external_email upload external_email mass_download external_email external_email,3.2843,1
user_100,d296d7be-af4f-4e7a-a1b5-6ed49732d2b5,2025-01-01 21:20:11,60.0,5,30,1,1,1,0,0,0,3,6,8,1,email read delete download read,1.9219,1
user_40,8ebfd6f6-4291-4424-966d-8b9730e20277,2025-01-01 23:56:12,60.0,100,30,30,20,1,0,0,100,3,8,7,0,write download download read email external_email upload mass_download delete close close close email mass_download close delete external_email write mass_download upload email email download open read download close read external_email open close external_email external_email open open open read delete close upload read mass_download external_email external_email upload delete mass_download mass_download read external_email external_email read open email read external_email upload delete email email read read download external_email download upload upload email email delete open read close email download read external_email download delete close upload download external_email upload email mass_download download mass_download upload upload upload close external_email delete delete download read download download delete,3.2171,1
