user_id,session_id,timestamp_start,duration,num_actions,uniq_resources,num_file_open,num_file_delete,external_drive_use,night_activity,weekend_activity,web_connections_count,sensitive_keywords_detected,email_external_count,auth_failed_count,new_ip_login,actions_seq,entropy_of_activity_timeline,risk_level
user_99,7dc24b98-d819-45cd-a6f4-28616c99ea4c,2025-01-01 21:23:00,10.0,35,10,3,2,1,0,0,2,3,0,0,0,upload read write write upload download read close upload open close close close open close open read upload open close email close close download read write write write upload upload write upload open write open,2.5918,1
user_29,1cc49f1c-041d-488a-b6bb-468d7c9f7762,2025-01-01 02:42:00,27.58,44,1,12,0,0,1,0,9,0,0,0,0,download write open open upload email close email email read close read close open close upload email open read read download open close open email email upload download email write email upload email upload read open write read email download write download upload download,2.7547,1
user_46,c2296d98-5fb8-44e6-b7bb-9ac74ae3499c,2025-01-01 15:02:00,17.13,16,6,4,0,0,0,0,5,0,0,1,0,open email read write upload write upload download upload upload write upload email read open write,2.3994,1
user_76,3482f5c4-6696-4ce8-b96e-d96566df3b37,2025-01-01 10:23:00,19.29,52,9,8,2,0,0,0,16,0,0,0,0,download read close upload write close write email email open open email read upload download download write close open write open close read email read write read email read download read upload email download upload write upload upload upload email open close read write open write open close open write open email,2.7806,1
user_126,4edc0c44-c928-4bb9-9a4f-c5fbf33e7c7c,2025-01-01 17:51:00,15.36,41,10,4,1,0,0,0,9,0,0,0,0,read write read email download open upload close close download upload open download email read download email read download email write download email email close read download upload write close email upload download email download write write upload email email upload,2.663,1
user_113,7a59aa6f-e6db-4cc2-b84a-c4d88886903e,2025-01-01 03:59:00,1.0,30,6,11,2,0,1,0,8,5,0,5,0,upload read download email upload download open download close upload open download email close read download write upload upload open write read read email email upload close read close email,2.7371,1
user_50,f3b5edbd-0a82-4c72-a0d2-05521f9f8f9d,2025-01-01 18:15:00,15.19,44,5,17,2,0,0,0,16,0,0,0,0,email open write write upload email email read read upload upload email write close open read upload read upload read write email read read download email upload read close email upload email write upload close write email upload upload email close email upload write,2.5104,1
user_71,7e1e2d91-0e84-4635-8ee2-be918f7f29e4,2025-01-01 20:23:00,2.02,57,10,7,2,0,0,0,12,0,0,1,0,download write read read close open open download open close upload email open upload write write open read open download close write upload upload email download close email upload download write read write download email write upload upload close read download upload read email upload upload open upload email download open close read download download open email,2.7756,1
user_23,99d66e09-499d-4d95-8cfe-25a08bc24a2f,2025-01-01 16:21:00,12.92,32,5,6,1,0,0,0,10,0,2,0,1,write download read download download email read email upload download upload close read read download close read download upload download read open open read open write upload download email read read close,2.6002,1
user_140,ba0b5850-b6f7-40c5-8af0-661ad187c9cb,2025-01-01 15:03:00,26.01,26,7,10,1,0,0,0,18,0,0,0,0,email write upload read download download open email download upload write download write upload download email write upload read email write read email open close read,2.6686,1
user_12,2cac780a-6e49-4ade-95f6-a24665c03e47,2025-01-01 15:59:00,24.91,32,7,9,1,0,0,0,6,1,0,0,0,read write upload read read open download write write email write email upload download email write read upload close upload upload download open close email write write read download close close download,2.735,1
user_60,838f11dc-936c-4d1e-8124-1ceee4246a63,2025-01-01 06:59:00,16.09,56,9,18,1,0,0,0,8,1,0,0,0,open write open upload write open upload close email write download write write read close download close close download close upload download close close download email open upload read close write email download close upload download write open write email email read open read download close open close read write write open close write upload open,2.73,1
user_71,0f136a86-6b1a-4e30-8b91-5cafede64143,2025-01-01 13:16:00,9.95,47,3,21,2,0,0,0,13,0,0,0,0,external_email external_email email email close rename mass_download delete encrypt rename rename external_email open email encrypt encrypt mass_download read open upload open rename email external_email download download mass_download external_email upload open write open upload close external_email delete open close upload read delete open upload delete rename email close,3.4376,1
user_48,69be0268-e674-479c-ba8e-f79f2462c353,2025-01-01 05:32:00,10.79,26,7,4,1,0,1,0,13,0,1,2,0,download open download open download write read read upload open open email download close close download read close close upload read download open read close upload,2.5815,1
user_78,24e26cd3-83ec-46c0-9b01-5e57f706e24e,2025-01-01 01:55:00,16.02,38,7,14,0,0,1,0,14,1,0,0,0,upload upload close open read read email download email download download download close write email read upload upload email read close open upload download write email close email write download upload open open write download upload open open,2.7658,1
user_119,09b12c77-feb6-4d9d-8573-736cd8453a56,2025-01-01 15:21:00,1.43,29,10,9,1,0,0,0,2,5,0,0,0,email read read read write download read download email read upload read email upload close write write close email read write upload write write write email download write open,2.5555,1
user_3,bc4af598-3178-4d29-92a5-2850a2653b2c,2025-01-01 18:40:00,1.0,33,9,3,0,0,0,0,5,0,0,0,0,upload read read close write download write upload email close write read upload write write download upload upload write download read upload close email close download close close write download download email read,2.543,1
user_20,3811f0c5-66dc-44c2-b072-38cb8476830e,2025-01-01 09:39:00,8.35,26,9,9,0,0,0,0,1,0,0,1,0,open write write email close upload email open download open read upload close upload write read close email write read download email email close upload write,2.7493,1
user_23,524bf4bb-811e-425b-909b-3e3e24c27fdc,2025-01-01 07:29:00,12.79,34,9,10,3,0,0,0,12,0,0,1,0,read write read upload open email email open write download upload email upload read read write email email email write read write close email read upload email download download read email read close open,2.6272,1
user_101,53cc30cd-58e0-4ce2-a509-fd6e24b69043,2025-01-01 22:33:00,17.26,35,4,12,1,0,0,0,16,0,0,1,0,write encrypt external_email rename upload close read external_email encrypt write write rename mass_download open upload rename external_email delete upload rename read close upload upload close email upload download download open encrypt external_email external_email open email,3.411,1
user_144,6ae4fa5e-fa24-40e5-9c61-4731c2d370a8,2025-01-01 09:26:00,10.47,30,4,10,1,0,0,0,10,1,1,1,0,upload read download email close upload close email close download read read download write open write download open download upload close upload upload read read email open open open download,2.7371,1
user_72,62e929df-e622-484d-8e13-77f4066f572a,2025-01-01 14:36:00,16.56,29,9,5,1,0,0,0,0,3,5,1,0,read download upload email close close close email write read open close close email download write download read download write download close read download email download read download download,2.4992,2
user_16,9c2ca29f-463d-413c-804d-73d20263c877,2025-01-01 18:55:00,22.13,45,1,10,4,0,0,0,12,0,0,0,0,delete open upload read email read open mass_download upload open open write delete email close close mass_download rename delete read upload upload open close write encrypt open download close email write download rename open delete mass_download read external_email external_email rename rename encrypt external_email open delete,3.4779,2
user_15,072bcfb3-a318-4e84-9707-ab5e9df60fcd,2025-01-01 13:44:00,28.9,9,1,3,0,1,0,0,11,1,1,2,0,open email upload upload email write upload download download,2.1972,2
user_148,7737331a-96bf-4f42-afc7-debb1680d0de,2025-01-01 03:11:00,17.81,5,7,0,0,0,1,0,13,0,2,1,0,email close close read upload,1.9219,1
user_143,bb7cee6e-0867-4d69-9ba4-59687e55bf25,2025-01-01 03:40:00,14.34,50,6,20,2,0,1,0,6,0,2,1,0,close download upload close download upload upload read upload email close upload close upload close write download close email open open open email read email email open download download close read upload email download open download email read download open close email close email upload close email read close upload,2.6254,1
user_145,fa5b3eef-11dd-4e91-afe1-fb67ee41b61f,2025-01-01 18:07:00,17.43,22,4,7,0,0,0,0,4,0,0,0,0,close open write write write close upload read email upload email read open upload write open open write close write close close,2.4651,1
user_133,39102700-c5da-4f76-8eef-1b4aee50a73f,2025-01-01 08:38:00,1.0,36,8,5,1,0,0,0,14,0,0,0,0,download upload read upload write download write write open open close close close email upload open upload open open download download upload download write upload close write open email read email download read write download close,2.7449,1
user_36,35a3e2f5-77e4-48da-a364-48c3ea3e909c,2025-01-01 07:40:00,8.19,50,6,16,2,0,0,0,7,1,1,5,0,close email read open download email close email email close read write upload write close open close open upload upload download email open download read download download read close download open email write email read email upload read read close upload close open write download read email write read close,2.7645,1
user_78,f989963f-e0a6-4f67-a609-5e5f02fdfe93,2025-01-01 01:43:00,11.16,43,6,16,2,0,1,0,13,0,0,0,0,download write email read email download read write download open download open email download upload open close write write close write email close download open read write email write read download open download read open open upload upload upload read read upload download,2.7412,1
user_77,ed8215e9-0906-4dfa-9cc5-ffb586abfa9b,2025-01-01 16:11:00,12.31,18,1,4,0,0,0,0,0,5,2,0,0,write email email download close write read email upload download read read close download download write upload open,2.7108,1
user_117,4f8bf717-b133-4751-b92e-4ef1de1a12a6,2025-01-01 23:46:00,12.95,27,2,3,1,0,1,0,6,0,1,1,0,write download email close upload upload open open open email open open download close upload email write read read download close read open email write close email,2.7497,1
user_121,d0518c5b-7a38-4fc9-9ec3-ceb5955b3e70,2025-01-01 14:54:00,25.34,21,4,9,0,0,0,0,7,0,0,0,0,close email download write email close open close email download download upload download write download email email close download write write,2.339,1
user_44,e690b9fa-f51f-49bc-a114-a3724eddfc11,2025-01-01 07:14:00,16.71,31,7,12,1,0,0,0,12,1,0,0,0,write read read upload open write email upload open close download download upload upload email read email open upload upload email write download write upload read download read open upload upload,2.6271,1
user_137,b8ef1ccb-f7dd-4e7c-963d-f93af6d196ab,2025-01-01 11:07:00,2.86,62,3,17,5,0,0,0,13,0,0,0,0,read close open write download close open open read write upload email upload close read open open email email email write upload close close upload open upload close upload read download open email write read email write email open close read close upload download write open write write close email close email open read close upload upload upload write read close open,2.7267,1
user_73,923c223a-dfab-44b1-9107-a0cfcc7615f0,2025-01-01 11:48:00,15.85,33,7,12,1,0,0,0,5,3,2,0,0,mass_download email rename upload encrypt read write write open upload encrypt email rename delete encrypt email external_email download write mass_download upload write rename read upload rename open mass_download mass_download external_email read email write,3.3135,1
user_142,b15bbbbb-9d3c-403e-863d-3aa662b1d90d,2025-01-01 09:38:00,18.27,39,7,12,2,0,0,0,12,0,0,0,0,download download open download email open read close write email read close close email email read download write close close write upload download read open read open write upload open write write read email upload open open upload email,2.788,1
user_76,71854131-79aa-42f2-8611-1649abe47f6f,2025-01-01 07:24:00,8.0,16,5,3,0,0,0,0,22,0,0,1,0,encrypt read upload delete rename external_email mass_download close delete email email open write close mass_download external_email,3.375,1
user_34,debc2f81-5853-4855-879b-f7694cc18a2f,2025-01-01 15:43:00,14.6,21,2,4,1,0,0,0,5,0,1,0,1,mass_download write delete upload open read download download download mass_download close write open write external_email upload write external_email open download email,3.1183,1
user_131,2d1b5c58-ed23-46d4-817c-c28a9acb6226,2025-01-01 20:06:00,16.94,40,6,18,2,0,0,0,4,5,0,0,0,rename read delete delete write external_email upload email write upload upload write delete close mass_download download write read delete open upload download delete delete close delete read mass_download external_email external_email encrypt upload upload email open open delete external_email rename mass_download,3.3776,2
user_143,f99b77b9-9531-41f6-90a5-21ed83af510b,2025-01-01 21:14:00,14.22,52,7,17,2,0,0,0,0,1,2,0,0,download encrypt write write download email upload email mass_download delete delete write open external_email write open open write external_email read delete delete external_email email close delete external_email close close mass_download close write encrypt encrypt read encrypt rename download rename external_email close open rename write external_email delete encrypt external_email write encrypt close external_email,3.3775,1
user_17,484333df-4a5f-4545-959f-5a5a524e50cd,2025-01-01 01:22:00,22.22,41,1,6,1,0,1,0,5,5,0,0,0,download close download write download open email read open upload download download download read read close download upload email close close open close read write open email email write download upload close read close open download write write close upload close,2.7261,2
user_106,93cb173c-02d6-4c43-b83b-12e9298ea2fa,2025-01-01 01:43:00,12.62,24,8,7,0,0,1,0,13,0,0,0,0,download close email close download read download read upload close download download write read download email download open download download download upload email write,2.4398,1
user_14,d1f9ad25-af40-4ac0-bb29-6808e93b6263,2025-01-01 12:12:00,24.16,33,1,7,2,0,0,0,6,0,1,0,0,open write upload email download close write upload open read download write download write upload write close email email close open close write close email read open close email email write close upload,2.6939,1
user_54,2c81ad81-db5e-41a3-82dc-84c7564e0b3b,2025-01-01 01:15:00,15.45,33,6,4,2,0,1,0,12,0,0,0,0,open external_email upload read write download mass_download mass_download mass_download email write write delete close read mass_download download mass_download read close upload upload close external_email external_email external_email read mass_download close rename external_email mass_download encrypt,3.2635,1
user_94,68236bb9-11dd-4d34-b996-6fcb78da6589,2025-01-01 12:04:00,2.66,30,3,11,0,0,0,0,4,0,0,1,0,open encrypt upload mass_download delete open rename delete delete read rename delete open write external_email rename upload mass_download email open encrypt upload delete delete mass_download read close rename upload open,3.1777,1
user_64,4936a618-d7ae-43a4-aaad-6766a7c4f4db,2025-01-01 22:06:00,17.88,38,3,10,1,0,0,0,8,3,0,2,0,open open download open close write email upload download write close upload open close download download download download read write email read read write write read email download open email read write open email download close email write,2.7142,1
user_94,f4000377-b760-4617-beb6-f4da6be55100,2025-01-01 15:47:00,12.41,42,2,8,1,0,0,0,11,0,0,1,0,open download close email close download close upload download download read email read write close download upload email open close read upload write upload download close write upload open upload download email open download read download open email close upload email close,2.7243,1
user_108,d4b921fd-35bf-4665-8da9-111a37dc3631,2025-01-01 04:57:00,16.95,8,4,2,0,0,1,0,6,1,2,0,0,write email close email close read upload read,2.25,1
user_79,d1381c1e-7543-44b7-9aa8-8bf1ce5c5d0d,2025-01-01 00:13:00,15.7,45,8,16,4,0,1,0,7,1,0,0,0,upload write write open open open read download write close read email read close close write close open download write read email write open download open email open read close write email email open close open upload close read open close email read email upload,2.6989,1
user_67,69886674-b1a9-4167-8e93-1656b312fc0c,2025-01-01 22:47:00,11.89,11,4,3,0,0,0,0,10,0,1,0,0,email download read read upload read read email email read download,1.7899,1
user_88,999f00bf-3a60-44e9-b5d3-749af5634bcf,2025-01-01 22:36:00,9.8,41,5,10,3,0,0,0,11,1,0,2,0,read upload close download open upload read close email write read download write open open open open open close download close upload upload download email read download write write email close close upload upload upload close write download email download open,2.7669,1
user_23,88283af3-1957-46de-913d-e7d3046672a0,2025-01-01 07:30:00,14.92,38,6,12,0,0,0,0,16,3,0,0,0,read upload email open read email download read close close email upload write write read write email write open download close upload close open download email open open open open read upload open upload open open read read,2.6994,1
user_71,16001a22-07c9-4538-8539-3384bd06d8d8,2025-01-01 19:54:00,23.41,28,6,5,3,0,0,0,5,1,0,0,0,upload close open open open close upload read write email read open open read email open close download write close read upload write close close open read write,2.61,2
user_82,0d8eb9d5-c2b8-4a88-a002-90d099df30bb,2025-01-01 02:59:00,9.5,18,7,5,1,0,1,0,3,0,2,2,0,email open read read email read write email email upload upload close write read read upload open email,2.3936,1
user_148,07543b21-5893-4244-bd8a-2b41c08ce3bc,2025-01-01 12:21:00,1.0,5,7,1,0,0,0,0,11,5,0,0,0,read close download write email,2.3219,1
user_8,cedbb522-d45a-40c4-a24f-cd022688c946,2025-01-01 13:10:00,15.02,66,6,21,1,0,0,0,16,0,0,1,0,email read close download close read open open open email open email read open close download write write email download upload open read write open download read read email download close upload download read email download write upload download read close upload read open close email write read upload read read email upload upload upload open read write open close download open read read write close,2.759,1
user_86,27800ae8-6ad6-4690-ad9c-f38a13077e88,2025-01-01 10:18:00,19.82,43,9,20,0,0,0,0,4,0,1,5,0,download external_email rename rename upload download encrypt close close email email read external_email rename encrypt email external_email mass_download mass_download open download read close external_email open upload read encrypt delete close write rename encrypt open close delete external_email open open open delete external_email external_email,3.4311,1
user_116,9809e62f-1e99-4f4e-9c95-3c3f5e975c2c,2025-01-01 23:07:00,14.77,36,7,7,2,0,1,0,7,0,5,5,0,encrypt mass_download external_email delete delete download mass_download encrypt download open upload mass_download upload open delete open download encrypt encrypt external_email email rename write download close read open external_email download mass_download upload external_email email close close download,3.3984,2
user_72,a7658f14-ec4d-4db1-a647-2b9ad18bdaf8,2025-01-01 08:57:00,16.26,15,6,3,0,0,0,0,6,3,2,0,0,close read upload read upload write email write write write download upload upload download read,2.3899,1
user_123,b176cc03-7182-4d96-ae30-ae6d0db4a891,2025-01-01 13:18:00,13.6,26,1,7,1,0,0,0,15,0,0,0,0,open download write write download download download open email close read close read read download email open open read write close download upload download download close,2.5945,1
user_13,a0cd131e-e13d-48e8-868b-c5e7a074250d,2025-01-01 05:50:00,7.26,43,3,13,2,0,1,0,8,0,0,0,0,download external_email upload open download encrypt external_email delete close open upload email encrypt download delete mass_download mass_download delete write open email rename delete write open rename encrypt rename upload write rename read encrypt rename open encrypt write email write encrypt encrypt mass_download write,3.3937,1
user_107,9f61845c-6d24-4fd4-b9e1-eaa3697a44e0,2025-01-01 06:26:00,17.25,51,2,17,2,0,0,0,4,0,1,0,1,read open close read upload upload upload write open open email close write write write upload upload write download download open read email open email write close open open read upload download email upload write write read open download close download email close download read read download read email open write,2.7806,1
user_114,33a99866-ba51-4810-9388-9d8ca51123a8,2025-01-01 12:30:00,20.64,35,6,12,1,0,0,0,11,1,2,0,0,upload write upload close read download download close write read email read close close open close upload open close upload close read download email upload read upload download download read close email upload read download,2.6274,1
user_127,fd6dc487-a633-41b5-933c-26ce14009988,2025-01-01 22:35:00,19.64,23,4,9,0,0,0,0,7,0,0,0,0,open read delete delete upload email upload open rename write encrypt download upload close download external_email upload open upload write upload open email,3.1536,1
user_106,ed74ddbe-6209-4e30-9fd8-44f936022b1d,2025-01-01 20:32:00,18.88,40,6,13,2,0,0,0,11,0,0,1,0,email open download email write read close close upload close upload download download close upload download read read write download open close write email read write close write write upload read email upload open email upload email email download open,2.7894,1
user_122,bff42e9e-a83f-4631-ba49-df16c86b3eed,2025-01-01 02:23:00,11.79,26,7,11,2,0,1,0,24,1,0,0,0,write close email read download open download download write open email upload email open open write open open upload email download write upload read open upload,2.6369,1
user_8,57b2758c-7bdc-4ac0-bc2d-0993265dfd0a,2025-01-01 14:41:00,2.93,25,8,7,1,0,0,0,0,0,2,0,0,email write email open read download write upload write write upload write download open close open read upload email close read read close open open,2.7445,1
user_86,41826ef7-ccce-4578-8b96-c9ce260cf40f,2025-01-01 23:40:00,14.96,39,6,15,3,0,1,0,16,0,0,0,0,open rename encrypt rename write read encrypt close external_email open rename email encrypt rename write write write delete close close read delete upload write external_email write email delete read open close mass_download write rename delete rename upload download close,3.3614,1
user_90,edd10877-298c-4108-b454-7f62dd8c2809,2025-01-01 22:46:00,1.62,53,4,5,2,0,0,0,13,0,0,1,0,email download open email email write write write upload write download download download upload download write close upload open write read write read upload download read write write close close download write open read read email email open download upload open open email upload email open email read email write write write open,2.7013,1
user_18,9cf8d884-b1b9-4aa8-8097-f8861f1be001,2025-01-01 16:23:00,13.65,40,10,12,3,0,0,0,0,0,2,1,0,close close close close write write download email download open upload read close email close read email close upload email read email open open read email write open download close download write write read write close email write download close,2.6784,1
user_17,8a9cbf98-e20f-4212-926a-f2ce20e3156a,2025-01-01 18:10:00,15.24,5,5,0,0,0,0,0,0,0,0,1,0,upload delete rename delete open,1.9219,1
user_63,43733155-531f-4b7a-a9d9-10ce6c15b27c,2025-01-01 01:18:00,8.8,41,7,10,2,0,1,0,15,1,0,0,0,upload email download close email open email download upload open email open upload close upload write open download upload close read email open read write email read write download write open open email email write open read write email download open,2.7102,1
user_100,828a1069-2086-4b29-a79f-640ad930f3d1,2025-01-01 22:53:00,19.06,5,3,1,0,0,0,0,13,0,1,1,0,write upload email open email,1.9219,1
user_72,04cc680c-69ad-4d86-9611-b0e8f93acbd3,2025-01-01 23:14:00,1.06,16,5,1,1,0,1,0,14,0,1,0,0,close write write write close email read email write write close read close download email email,2.1494,1
user_64,45ff1778-2d3f-4cc1-9f43-0adcdd04ed67,2025-01-01 14:24:00,1.0,26,5,9,0,0,0,0,5,5,0,2,0,write write close upload upload upload email write email email upload read write read read close open open read email open upload close email upload upload,2.5169,1
user_104,ec501690-64e9-4e9e-a5a9-8e0101136ffe,2025-01-01 04:19:00,17.78,24,7,8,2,1,1,0,8,0,0,0,0,open write read close close upload read upload open open upload email open close upload write read open email close email write open upload,2.5273,1
user_104,820fafeb-6778-4348-accb-6f35bdb02558,2025-01-01 04:51:00,11.42,29,8,5,1,0,1,0,7,0,0,1,0,email upload read write download email write download upload upload read close upload download read write write write read close close write close upload close write close upload write,2.452,1
user_17,9d27e4ab-0034-42f2-aa34-81604bd7573d,2025-01-01 10:35:00,14.17,68,5,6,5,0,0,0,12,0,0,0,0,email close email open download read open read download read download email email download close open read download download close email email download download write write email read read read open upload email write close close email upload close write read write download email email close open download download read email email upload close write upload close write upload open email write download email read upload close upload,2.746,1
user_99,50e503ad-f55d-4610-9224-5bb17506c010,2025-01-01 07:10:00,15.97,51,3,13,3,0,0,0,12,5,1,1,0,upload close open upload read open email download download close write open read download open close email email download email read close close email open upload download write open write upload open upload write email open open close read write upload download upload close upload upload write upload close upload close,2.7383,2
user_94,a9a09c51-2267-4a86-8ddb-199dfdd5f11c,2025-01-01 12:34:00,5.2,43,6,12,1,0,0,0,12,5,1,0,0,open download download read open close close open write email write write download open upload download read email write close email download close write write open download write email read open upload download write close close download write write close upload open email,2.6904,1
user_147,c30ccc6c-919c-45f4-bd02-4121cce1f0c7,2025-01-01 16:31:00,7.6,5,3,2,0,0,0,0,21,0,2,1,0,upload email upload download write,1.9219,1
user_17,0264b177-aa88-4734-969f-ebce11f3e79b,2025-01-01 13:40:00,26.57,49,11,20,1,0,0,0,14,5,1,0,0,open email read close read download open write email write open write read read download write read download download open read close email write upload upload upload open write email upload open open email download email email email email close email open open write read write write open close,2.7121,2
user_35,b2e4a181-d42e-4589-9057-cdb23e72d8e0,2025-01-01 19:34:00,28.19,23,5,8,0,0,0,0,12,1,1,0,0,download open close read write open download download open close write read close read close download read write close write upload download email,2.6116,2
user_8,21a27686-67e3-44d9-b419-2099b9084e24,2025-01-01 12:16:00,14.39,30,11,9,1,0,0,0,8,0,1,5,0,download write write email upload open close open read email download email download email email write open open upload write write download close open download close email close download email,2.6275,1
user_45,71bb4866-a365-4b62-b700-2e9e64bb4905,2025-01-01 19:13:00,11.68,35,5,14,1,0,0,0,15,0,0,1,0,download close download upload email open close open read upload read download email close upload download open upload upload email download read download download read email close open write open write open email read write,2.7651,1
user_4,0c598b84-1063-48a1-946f-1771c557da6b,2025-01-01 16:39:00,10.86,43,1,18,2,0,0,0,9,1,0,0,0,download email external_email write download mass_download upload delete download download email write read upload write delete email rename read encrypt open download rename upload open external_email upload mass_download email encrypt close delete external_email rename open open upload upload external_email encrypt email encrypt write,3.4672,1
user_63,72494765-60f1-4703-8055-1e7672fa4d24,2025-01-01 07:58:00,3.56,69,5,15,5,0,0,0,10,1,1,0,0,download email download read open email upload write open read write open upload write upload download read open upload download email write download email download write write email close upload download close download close email write download email download download open upload email email close close write upload upload read download read open close open download open write upload email read upload email write download upload open download write,2.7417,1
user_44,ca28b7c0-851f-49a9-8291-d6697cd4836e,2025-01-01 00:40:00,2.35,20,3,2,0,0,1,0,9,0,2,0,0,open write download open close close read upload email download close download upload write upload open upload write download email,2.7087,1
user_90,f6a5958a-f1de-4a2c-82bd-164125cb7a8a,2025-01-01 18:09:00,23.88,53,6,15,3,0,0,0,11,1,0,0,0,upload open write read email write upload download read email upload close write email write read read read upload open download write upload close close upload close download open close write write download close email write open open close write close close write download close open open write download upload upload download close,2.7275,2
user_1,56c5e269-5562-477a-a66b-2ad57e995c5d,2025-01-01 19:17:00,17.29,43,8,12,1,0,0,0,0,0,1,2,0,close open upload write read open open write download write open read write upload read open read read open close download write write download close write upload download open close download read write email write download download open download email download close close,2.6627,1
user_105,cb04f203-fd76-428b-b013-2f3e9010c719,2025-01-01 12:24:00,13.82,38,2,11,1,0,0,0,10,0,1,0,0,upload email read open write download email email read close download download close write email download upload download read close email write upload open close open open email email close read upload close read write email close email,2.7374,1
user_4,b3710157-0663-433e-8faf-290d39e785ee,2025-01-01 14:46:00,7.37,11,8,4,0,0,0,0,6,3,0,5,0,close email download upload download close email upload download write close,2.2313,1
user_69,33ecfd61-2d93-41c3-b923-a9824fd6a43c,2025-01-01 16:11:00,18.31,31,8,8,1,0,0,0,5,0,1,0,0,email read download close read email download write upload download download read email write read close upload download open upload upload close upload upload open read upload write open read download,2.7061,1
user_82,8848f4ca-f172-46e0-8144-11b3e16ee8d1,2025-01-01 14:33:00,13.97,42,9,10,2,0,0,0,5,0,1,0,0,download close close download email write download email download email read upload open read open download upload upload email open write download download open email close upload close download upload open write open write email download upload close write upload write upload,2.7097,1
user_81,b160a970-4339-468b-8910-4f93d96d0ea3,2025-01-01 19:57:00,8.93,25,4,9,0,0,0,0,0,5,5,0,0,upload close close read email download email upload read close read close download close open upload close email write upload close read close read close,2.4481,1
user_86,a062370f-fdbf-493e-8ad4-22846724d408,2025-01-01 09:49:00,17.45,16,4,5,1,0,0,0,0,0,0,1,0,download close read close upload close email read upload close close open open upload open read,2.3829,1
user_103,71c243f3-bbf8-4e11-96f4-ee43611fa128,2025-01-01 21:50:00,11.29,41,2,13,0,0,0,0,12,3,1,1,0,write email open email read upload close download close download open download close read upload write email read download write open close open open download write open download close upload open download download upload open read close write upload upload email,2.7568,1
user_62,f6bf8360-469f-4061-9db0-a5f891632218,2025-01-01 21:49:00,18.34,19,2,3,1,0,0,0,6,0,0,0,0,download email email write open read read download open read download download write write close email write download write,2.4201,1
user_100,9a241039-7800-470f-ac46-5f0a163faa25,2025-01-01 11:01:00,13.96,12,5,3,0,0,0,0,5,0,0,1,0,upload close download read write open close upload read email upload close,2.6258,1
user_116,6b9a342d-5d04-43a2-bfbb-abfdf4d38fbe,2025-01-01 16:38:00,12.39,10,7,5,0,1,0,0,10,5,1,0,1,download close download open email read download close read open,2.2464,1
user_18,f1ac7e75-bdfd-4a48-b562-4c1cff49f498,2025-01-01 06:31:00,19.85,28,8,11,1,0,0,0,2,5,0,0,1,write upload download open open open download download close download email upload read write open close open download write read read write close read close read close download,2.6524,2
user_10,8868b902-4909-4aa2-acd3-d495bb2bc27c,2025-01-01 02:00:00,10.64,15,3,6,0,0,1,0,16,3,0,0,1,email upload open upload email close close write write download download download open close email,2.5559,1
