file_create_count,file_update_count,file_delete_count,file_access_sensitive_docs,file_sensitive_word_matches,file_contains_card_number,file_contains_passport_data,file_confidentiality_score,archive_created_count,file_permission_changed_count,file_system_update_count,visited_webmail_allowed,visited_file_sharing_allowed,http_requests_count,upload_volume_MB,distinct_domains_accessed,visited_webmail,visited_file_sharing_site,vpn_activated,proxy_used,external_ip_contacted,site_contains_sensitive_words,dns_request_count,suspicious_dns_queries,non_http_traffic_count,used_ftp_or_smtp,upload_spike_detected,visited_risky_category_sites,site_category_diversity,external_upload_without_web_activity,site_semantic_risk_score,process_count,unknown_processes_started,admin_tools_used,time_in_terminal_sec,automation_tool_detected,screen_capture_tools_used,usb_devices_connected,usb_vendor_blacklisted,usb_file_copy_count,usb_copy_volume_MB,usb_executable_found,usb_encrypted_volume_found,usb_access_outside_hours,activity_outside_work_hours,activity_weekend_hours,clipboard_sensitive_matches,danger_score
9,4,1,0,0,0,0,0.0,0,0,0,0,1,98,1.5428779838316482,14,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0,0,0,2,-8.924558393569036,0,0,0,0,0,0,0
3,3,1,0,0,0,0,0.0,0,0,0,2,0,86,1.134111034776206,7,0,0,0,0,5,0,29,0,0,0,0,0,2,0,0.0,80,0,0,0,0,0,0,0,4,0.7377010788688614,0,0,0,0,0,0,0
3,4,5,0,0,0,0,0.18732977762175457,0,0,0,1,1,106,2.160096131429297,8,0,0,0,0,4,0,29,0,0,0,0,0,4,0,0.0,81,0,0,0,0,0,0,0,7,-2.552519421022534,0,0,0,0,0,0,0
3,4,4,0,0,0,0,0.0,0,0,0,1,1,104,0.4023193117456786,10,0,0,0,0,9,0,29,0,0,0,0,0,1,0,0.0,91,0,0,0,0,0,0,0,5,4.216844682644445,0,0,0,0,0,0,0
5,0,5,0,0,0,0,0.008312246565668,0,0,0,2,2,105,-0.9342068135815521,14,0,0,0,0,9,0,22,0,0,0,0,0,4,0,0.0,59,0,0,0,0,0,0,0,4,-22.077509163825688,0,0,0,0,0,0,0
6,2,5,0,0,0,0,0.08313492670632544,0,0,0,1,3,104,-0.3629566591583921,7,0,0,0,0,4,0,20,0,0,0,0,0,3,0,0.010336202362249719,92,0,0,0,0,0,0,0,1,7.589386001219477,0,0,0,0,0,0,0
8,7,2,0,0,0,0,0.0,0,0,0,0,1,88,-0.8216285759091696,11,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0.0,79,0,0,0,0,0,0,0,8,-3.6181133923256747,0,0,0,0,0,0,0
3,1,3,0,0,0,0,0.0,0,0,0,3,1,97,4.66832716025408,10,0,0,0,0,4,0,35,0,0,0,0,0,4,0,0.0,87,0,0,0,0,0,0,0,6,-6.537663386488198,0,0,0,0,0,0,0
5,4,1,0,0,0,0,0.0,0,0,0,3,3,112,1.713234209251355,5,0,0,0,0,4,0,43,0,0,0,0,0,2,0,0.0,72,0,0,0,0,0,0,0,7,-7.627247785662142,0,0,0,0,0,0,0
5,2,2,0,0,0,0,0.0,0,0,0,1,1,92,0.03075796274421135,8,0,0,0,0,7,0,30,0,0,0,0,0,1,0,0.004432879548071872,74,0,0,0,0,0,0,0,5,1.9731570740559559,0,0,0,0,0,0,0
6,1,3,0,0,0,0,0.0,0,0,0,0,0,100,1.2063748621646861,14,0,0,0,0,5,0,30,0,0,0,0,0,2,0,0.033643061798341,68,0,0,0,0,0,0,0,1,5.918141337413781,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0.002088648829596179,0,0,0,0,0,91,0.46140181143736697,6,0,0,0,0,6,0,29,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0,0,0,4,-1.5582147432910283,0,0,0,0,0,0,0
11,2,2,0,0,0,0,0.002668105711053596,0,0,0,1,1,92,1.1441855568098427,12,0,0,0,0,1,0,40,0,0,0,0,0,2,0,0.0,84,0,0,0,0,0,0,0,9,-4.865798906738075,0,0,0,0,0,0,0
4,0,2,0,0,0,0,0.0549230796501648,0,0,0,0,0,115,5.268444087299917,13,0,0,0,0,3,0,30,0,0,0,0,0,3,0,0.0,78,0,0,0,0,0,0,0,3,3.196518259189772,0,0,0,0,0,0,0
6,3,5,0,0,0,0,0.0,0,0,0,2,0,103,1.045028210531515,12,0,0,0,0,11,0,27,0,0,0,0,0,4,0,0.03477688787828888,77,0,0,0,0,0,0,0,5,8.49102110743144,0,0,0,0,0,0,0
4,4,2,0,0,0,0,0.0,0,0,0,0,0,96,0.28677693468450216,8,0,0,0,0,3,0,28,0,0,0,0,0,1,0,0.0,74,0,0,0,0,0,0,0,5,-5.280369978529553,0,0,0,0,0,0,0
5,2,3,0,0,0,0,0.11899113972411678,0,0,0,0,0,103,2.027351481087727,17,0,0,0,0,5,0,31,0,0,0,0,0,2,0,0.0,78,0,0,0,0,0,0,0,4,-1.4092791427761981,0,0,0,0,0,0,0
2,4,6,0,0,0,0,0.0,0,0,0,2,0,96,0.07587567089520406,9,0,0,0,0,5,0,30,0,0,0,0,0,3,0,0.027135219898836202,92,0,0,0,0,0,0,0,7,-10.388597897868806,0,0,0,0,0,0,0
5,7,1,0,0,0,0,0.09758167193447091,0,0,0,0,0,114,1.8369088878848276,8,0,0,0,0,2,0,32,0,0,0,0,0,2,0,0.050761404583253615,83,0,0,0,0,0,0,0,5,-2.412310662973514,0,0,0,0,0,0,0
4,6,2,0,0,0,0,0.0,0,0,0,1,0,113,-1.3963910661832182,4,0,0,0,0,5,0,20,0,0,0,0,0,1,0,0.0,88,0,0,0,0,0,0,0,6,21.101355820856227,0,0,0,0,0,0,0
8,2,1,0,0,0,0,0.022226613244824178,0,0,0,3,1,120,-0.9586737228817033,8,0,0,0,0,6,0,33,0,0,0,0,0,0,0,0.017482502364984685,75,0,0,0,0,0,0,0,4,-15.648027713620552,0,0,0,0,0,0,0
3,1,3,0,0,0,0,0.06220699903060487,0,0,0,0,2,104,2.657866639070819,11,0,0,0,0,7,0,32,0,0,0,0,0,3,0,6.89825503992531e-05,85,0,0,0,0,0,0,0,5,-12.767729521310866,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0.0,0,0,0,1,1,99,1.2454224478005371,4,0,0,0,0,3,0,25,0,0,0,0,0,1,0,0.0,89,0,0,0,0,0,0,0,4,-4.628156863395111,0,0,0,0,0,0,0
5,2,1,0,0,0,0,0.0,0,0,0,2,2,101,-1.2711156828088068,9,0,0,0,0,7,0,24,0,0,0,0,0,1,0,0.0,82,0,0,0,0,0,0,0,7,4.020882582029401,0,0,0,0,0,0,0
4,0,4,0,0,0,0,0.08291298273361138,0,0,0,0,0,92,-0.05466386821218674,10,0,0,0,0,6,0,25,0,0,0,0,0,2,0,0.0,90,0,0,0,0,0,0,0,3,17.246966497611083,0,0,0,0,0,0,0
6,0,3,0,0,0,0,0.050540427343099714,0,0,0,2,4,106,0.39169049402137107,8,0,0,0,0,4,0,21,0,0,0,0,0,2,0,0.060299725827340805,87,0,0,0,0,0,0,0,7,7.774073527645112,0,0,0,0,0,0,0
5,3,1,0,0,0,0,0.08521788848080185,0,0,0,2,1,95,2.502912843628529,5,0,0,0,0,3,0,33,0,0,0,0,0,4,0,0.0,60,0,0,0,0,0,0,0,8,-8.603850107795019,0,0,0,0,0,0,0
6,4,0,0,0,0,0,0.01605773496156412,0,0,0,1,1,103,0.10661484119752075,12,0,0,0,0,4,0,28,0,0,0,0,0,1,0,0.0,92,0,0,0,0,0,0,0,12,-2.9225521544384025,0,0,0,0,0,0,0
7,0,1,0,0,0,0,0.0,0,0,0,2,1,103,2.558929863315502,12,0,0,0,0,4,0,29,0,0,0,0,0,0,0,0.05243535632082818,70,0,0,0,0,0,0,0,4,16.554071130882953,0,0,0,0,0,0,0
3,4,2,0,0,0,0,0.04322629506341555,0,0,0,0,2,98,0.9400883747364043,14,0,0,0,0,4,0,31,0,0,0,0,0,1,0,0.0,85,0,0,0,0,0,0,0,7,1.5805348992013184,0,0,0,0,0,0,0
6,4,2,0,0,0,0,0.018517553682991406,0,0,0,2,1,94,0.8508897283683445,13,0,0,0,0,9,0,35,0,0,0,0,0,2,0,0.053644337149644686,76,0,0,0,0,0,0,0,2,3.2543685943381035,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0.06032475005713938,0,0,0,3,0,93,0.5963169319810513,12,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0,0,0,4,13.554428011054958,0,0,0,0,0,0,0
9,3,1,0,0,0,0,0.053200619882194315,0,0,0,2,0,93,0.7233221224940332,11,0,0,0,0,4,0,22,0,0,0,0,0,1,0,0.0,75,0,0,0,0,0,0,0,7,8.347513263248821,0,0,0,0,0,0,0
7,3,2,0,0,0,0,0.0,0,0,0,1,1,98,-3.3746886942214207,16,0,0,0,0,4,0,24,0,0,0,0,0,3,0,0.0,82,0,0,0,0,0,0,0,6,0.7814306296964745,0,0,0,0,0,0,0
6,5,2,0,0,0,0,0.0,0,0,0,1,0,103,-0.8061519781300616,9,0,0,0,0,10,0,32,0,0,0,0,0,0,0,0.007049134980603,72,0,0,0,0,0,0,0,3,15.886269280435958,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0.0,0,0,0,1,0,89,0.2638559335439141,6,0,0,0,0,4,0,32,0,0,0,0,0,1,0,0.005519481955384853,86,0,0,0,0,0,0,0,5,5.074209278332887,0,0,0,0,0,0,0
5,4,3,0,0,0,0,0.0,0,0,0,1,1,87,2.2081412185640996,7,0,0,0,0,6,0,34,0,0,0,0,0,2,0,0.034353289792945815,80,0,0,0,0,0,0,0,0,14.66540859278603,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0.12530889173020765,0,0,0,3,0,90,0.7833412312305433,8,0,0,0,0,3,0,26,0,0,0,0,0,3,0,0.0,82,0,0,0,0,0,0,0,4,9.994190326779112,0,0,0,0,0,0,0
5,8,0,0,0,0,0,0.0022203934542636586,0,0,0,1,1,97,-2.921849877303315,7,0,0,0,0,5,0,30,0,0,0,0,0,5,0,0.007468174113559445,75,0,0,0,0,0,0,0,8,3.6414029605466136,0,0,0,0,0,0,0
3,4,2,0,0,0,0,0.12753907379990148,0,0,0,1,3,114,-0.30342886715445827,5,0,0,0,0,6,0,23,0,0,0,0,0,1,0,0.05063187048220359,80,0,0,0,0,0,0,0,7,-1.581538443723203,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0.014941947350919691,0,0,0,1,1,96,-0.5767844006005981,12,0,0,0,0,2,0,35,0,0,0,0,0,2,0,0.013867923098233795,87,0,0,0,0,0,0,0,1,-0.22278979183713316,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0.0,0,0,0,2,0,123,-2.4568876625315252,8,0,0,0,0,2,0,39,0,0,0,0,0,3,0,0.0003940092347364076,94,0,0,0,0,0,0,0,4,-3.256110521485036,0,0,0,0,0,0,0
3,1,3,0,0,0,0,0.0,0,0,0,1,0,104,0.538589505161468,11,0,0,0,0,5,0,24,0,0,0,0,0,3,0,0.0,67,0,0,0,0,0,0,0,3,4.936548476431509,0,0,0,0,0,0,0
0,2,3,0,0,0,0,0.15452571697547435,0,0,0,0,1,96,4.828434624477466,12,0,0,0,0,7,0,27,0,0,0,0,0,2,0,0.06967272637622157,77,0,0,0,0,0,0,0,5,7.105491022977853,0,0,0,0,0,0,0
8,1,0,0,0,0,0,0.018151333150755438,0,0,0,2,3,104,2.429947022584474,15,0,0,0,0,7,0,29,0,0,0,0,0,1,0,0.03150743882139307,91,0,0,0,0,0,0,0,3,-18.767187306827367,0,0,0,0,0,0,0
9,4,2,0,0,0,0,0.0,0,0,0,0,3,107,-0.9425274814050393,10,0,0,0,0,5,0,30,0,0,0,0,0,1,0,0.0,56,0,0,0,0,0,0,0,2,1.9868000954740688,0,0,0,0,0,0,0
2,7,3,0,0,0,0,0.087362850207453,0,0,0,1,0,112,-0.060805533060997057,10,0,0,0,0,4,0,31,0,0,0,0,0,2,0,0.03818488579240235,75,0,0,0,0,0,0,0,4,11.27374010445556,0,0,0,0,0,0,0
1,3,4,0,0,0,0,0.0,0,0,0,0,0,106,2.8410085745421263,16,0,0,0,0,8,0,37,0,0,0,0,0,3,0,0.0,70,0,0,0,0,0,0,0,6,-18.90010171182943,0,0,0,0,0,0,0
9,3,1,0,0,0,0,0.05265366836723071,0,0,0,0,2,99,-0.9548214123856009,8,0,0,0,0,4,0,29,0,0,0,0,0,2,0,0.0,83,0,0,0,0,0,0,0,8,-11.079416709149958,0,0,0,0,0,0,0
3,2,1,0,0,0,0,0.0,0,0,0,0,2,102,-2.2521079218221005,17,0,0,0,0,7,0,28,0,0,0,0,0,2,0,0.01382907527955244,83,0,0,0,0,0,0,0,7,0.08556080824349832,0,0,0,0,0,0,0
8,1,3,0,0,0,0,0.0759514887486108,0,0,0,1,1,93,-0.5835172645170743,3,0,0,0,0,5,0,25,0,0,0,0,0,1,0,0.0,90,0,0,0,0,0,0,0,2,6.832603895033258,0,0,0,0,0,0,0
4,5,1,0,0,0,0,0.0,0,0,0,0,0,106,2.0118490235928332,9,0,0,0,0,7,0,39,0,0,0,0,0,2,0,0.09741713223949067,80,0,0,0,0,0,0,0,3,10.251091525817735,0,0,0,0,0,0,0
7,1,1,0,0,0,0,0.04034368628712908,0,0,0,0,0,88,-1.5434224403610808,10,0,0,0,0,2,0,18,0,0,0,0,0,4,0,0.04198319322155944,73,0,0,0,0,0,0,0,6,-13.57517539841935,0,0,0,0,0,0,0
4,4,1,0,0,0,0,0.13697011076541848,0,0,0,1,0,87,-2.172109164236172,9,0,0,0,0,6,0,34,0,0,0,0,0,1,0,0.0,71,0,0,0,0,0,0,0,6,3.350212958021024,0,0,0,0,0,0,0
3,5,5,0,0,0,0,0.0898617839598647,0,0,0,1,1,106,-2.7367261841080444,7,0,0,0,0,5,0,33,0,0,0,0,0,2,0,0.04342549335597524,73,0,0,0,0,0,0,0,6,-19.55694907320995,0,0,0,0,0,0,0
4,1,4,0,0,0,0,0.09726176427077422,0,0,0,2,4,92,-0.22107119401536401,15,0,0,0,0,7,0,26,0,0,0,0,0,1,0,0.0,89,0,0,0,0,0,0,0,8,3.6016418394576695,0,0,0,0,0,0,0
2,3,3,0,0,0,0,0.0,0,0,0,0,2,112,-0.3442885474169468,12,0,0,0,0,9,0,32,0,0,0,0,0,0,0,0.0,86,0,0,0,0,0,0,0,3,-6.698033580758615,0,0,0,0,0,0,0
7,4,3,0,0,0,0,0.0,0,0,0,3,2,90,0.3563481695388696,10,0,0,0,0,5,0,40,0,0,0,0,0,3,0,0.0,86,0,0,0,0,0,0,0,6,7.316011021584401,0,0,0,0,0,0,0
3,3,2,0,0,0,0,0.06662696720435232,0,0,0,2,3,109,1.1559570472791143,3,0,0,0,0,2,0,40,0,0,0,0,0,2,0,0.0796334999141442,80,0,0,0,0,0,0,0,4,0.1934407081175429,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0.0,0,0,0,0,1,104,0.5899429114176431,6,0,0,0,0,8,0,28,0,0,0,0,0,3,0,0.0,88,0,0,0,0,0,0,0,3,4.1864802081690575,0,0,0,0,0,0,0
6,1,2,0,0,0,0,0.03073456167079701,0,0,0,1,1,89,-0.4955048364794185,5,0,0,0,0,7,0,22,0,0,0,0,0,2,0,0.06754261653495028,81,0,0,0,0,0,0,0,6,-6.536791406374189,0,0,0,0,0,0,0
2,1,2,0,0,0,0,0.0,0,0,0,1,1,88,-2.7011119286859664,11,0,0,0,0,3,0,25,0,0,0,0,0,2,0,0.049689110726521955,85,0,0,0,0,0,0,0,5,13.739143852114495,0,0,0,0,0,0,0
5,2,1,0,0,0,0,0.0,0,0,0,2,1,104,2.650552180874075,15,0,0,0,0,4,0,24,0,0,0,0,0,3,0,0.0,66,0,0,0,0,0,0,0,5,1.8823327270113395,0,0,0,0,0,0,0
6,5,3,0,0,0,0,0.0,0,0,0,2,1,93,-1.903840280458435,16,0,0,0,0,4,0,42,0,0,0,0,0,3,0,0.0,79,0,0,0,0,0,0,0,5,-4.5341410838385405,0,0,0,0,0,0,0
5,3,1,0,0,0,0,0.05084855561473737,0,0,0,0,0,107,-0.3774202569851724,11,0,0,0,0,4,0,29,0,0,0,0,0,2,0,0.036453182250118225,75,0,0,0,0,0,0,0,6,3.5116546762708407,0,0,0,0,0,0,0
8,3,0,0,0,0,0,0.09562950020913462,0,0,0,1,3,95,4.649346611705636,7,0,0,0,0,5,0,35,0,0,0,0,0,3,0,0.012336069434930319,79,0,0,0,0,0,0,0,5,-9.952966937905094,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0.04360057752225798,0,0,0,3,0,112,1.6876790192834745,7,0,0,0,0,3,0,31,0,0,0,0,0,3,0,0.02590508510149879,106,0,0,0,0,0,0,0,4,-5.292010098115129,0,0,0,0,0,0,0
5,4,1,0,0,0,0,0.046005434144644426,0,0,0,1,3,105,0.4530107042305771,10,0,0,0,0,5,0,39,0,0,0,0,0,2,0,0.036217725563283974,75,0,0,0,0,0,0,0,4,0.6115645993571168,0,0,0,0,0,0,0
7,4,3,0,0,0,0,0.08193732681394064,0,0,0,1,0,92,0.8477789648879721,7,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0.0,81,0,0,0,0,0,0,0,1,7.241365593144973,0,0,0,0,0,0,0
9,3,4,0,0,0,0,0.0,0,0,0,1,0,108,2.1642246259862814,13,0,0,0,0,6,0,41,0,0,0,0,0,3,0,0.0,81,0,0,0,0,0,0,0,4,-6.973091506990274,0,0,0,0,0,0,0
5,3,1,0,0,0,0,0.11364705083670375,0,0,0,3,1,97,-1.8250155487880706,10,0,0,0,0,1,0,25,0,0,0,0,0,2,0,0.0,68,0,0,0,0,0,0,0,6,14.41805329015908,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0.2177052647488376,0,0,0,0,3,95,-2.249310078631873,8,0,0,0,0,3,0,24,0,0,0,0,0,3,0,0.029339868899236305,73,0,0,0,0,0,0,0,3,-6.744143144101269,0,0,0,0,0,0,0
2,2,1,0,0,0,0,0.06879329720514281,0,0,0,1,1,91,-1.225966542541379,6,0,0,0,0,2,0,32,0,0,0,0,0,2,0,0.0,87,0,0,0,0,0,0,0,5,-2.689161946978014,0,0,0,0,0,0,0
9,2,2,0,0,0,0,0.0,0,0,0,2,0,101,3.198941880227579,8,0,0,0,0,2,0,40,0,0,0,0,0,1,0,0.025229090723869516,76,0,0,0,0,0,0,0,5,6.265383633369424,0,0,0,0,0,0,0
6,2,3,0,0,0,0,0.11262461801557098,0,0,0,1,1,107,1.297887212518542,7,0,0,0,0,7,0,33,0,0,0,0,0,1,0,0.0,83,0,0,0,0,0,0,0,6,-19.5733858913399,0,0,0,0,0,0,0
6,2,2,0,0,0,0,0.04861685979665006,0,0,0,2,0,100,-0.6505978486471282,13,0,0,0,0,4,0,26,0,0,0,0,0,1,0,0.0306120007453457,83,0,0,0,0,0,0,0,7,3.9809477935328057,0,0,0,0,0,0,0
8,3,3,0,0,0,0,0.0,0,0,0,0,1,108,1.3176279497677958,15,0,0,0,0,5,0,42,0,0,0,0,0,2,0,0.06275728941874519,79,0,0,0,0,0,0,0,6,-4.976725234290394,0,0,0,0,0,0,0
1,1,2,0,0,0,0,0.12802152727174615,0,0,0,0,1,113,-0.5286429774803587,15,0,0,0,0,3,0,24,0,0,0,0,0,1,0,0.0,92,0,0,0,0,0,0,0,4,-11.064745561139018,0,0,0,0,0,0,0
4,3,1,0,0,0,0,0.0,0,0,0,0,2,96,1.7064030901031089,11,0,0,0,0,3,0,34,0,0,0,0,0,3,0,0.04245713029660956,81,0,0,0,0,0,0,0,5,-12.745191073073695,0,0,0,0,0,0,0
8,3,2,0,0,0,0,0.0,0,0,0,0,1,106,1.368326417217909,8,0,0,0,0,2,0,38,0,0,0,0,0,2,0,0.017917225553800164,78,0,0,0,0,0,0,0,3,-11.965579286166864,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0.0,0,0,0,0,0,104,-0.7730832317955195,12,0,0,0,0,7,0,26,0,0,0,0,0,2,0,0.0,89,0,0,0,0,0,0,0,2,10.815140862997412,0,0,0,0,0,0,0
6,3,0,0,0,0,0,0.125228366195664,0,0,0,0,2,95,0.3225990853253902,5,0,0,0,0,3,0,34,0,0,0,0,0,2,0,5.549723436465733e-05,90,0,0,0,0,0,0,0,3,-15.444338482482443,0,0,0,0,0,0,0
