file_create_count,file_update_count,file_delete_count,file_access_sensitive_docs,file_sensitive_word_matches,file_contains_card_number,file_contains_passport_data,file_confidentiality_score,archive_created_count,file_permission_changed_count,file_system_update_count,visited_webmail_allowed,visited_file_sharing_allowed,http_requests_count,upload_volume_MB,distinct_domains_accessed,visited_webmail,visited_file_sharing_site,vpn_activated,proxy_used,external_ip_contacted,site_contains_sensitive_words,dns_request_count,suspicious_dns_queries,non_http_traffic_count,used_ftp_or_smtp,upload_spike_detected,visited_risky_category_sites,site_category_diversity,external_upload_without_web_activity,site_semantic_risk_score,process_count,unknown_processes_started,admin_tools_used,time_in_terminal_sec,automation_tool_detected,screen_capture_tools_used,usb_devices_connected,usb_vendor_blacklisted,usb_file_copy_count,usb_copy_volume_MB,usb_executable_found,usb_encrypted_volume_found,usb_access_outside_hours,activity_outside_work_hours,activity_weekend_hours,clipboard_sensitive_matches,danger_score
2,1,0,2,1,0,0,0.10295359946851401,3,0,0,4,2,47,20.27479511394168,5,1,0,0,1,3,2,45,0,0,0,0,0,5,0,0.25543497911612967,44,1,0,74,0,0,3,0,4,7.157373956452669,0,0,0,0,0,1,1
2,0,0,2,0,0,1,0.420115589752464,0,0,0,1,0,49,64.64170350119164,6,0,3,0,0,3,2,30,0,2,0,0,1,6,0,0.4541476368048062,60,3,0,52,0,0,3,0,7,35.585804042031256,0,0,0,0,0,1,6
4,0,0,1,0,0,0,0.004548512196398624,1,0,1,5,2,58,1.9093840071592867,4,1,2,0,0,4,0,20,0,0,0,0,0,6,1,0.8714642167601486,49,1,0,64,0,0,2,0,3,18.24471841889316,0,0,0,0,0,1,5
3,1,0,1,0,0,0,0.7886228239279547,1,0,1,4,1,61,99.15980998545983,3,3,0,0,0,2,1,33,0,2,0,0,0,4,0,0.6297359228612132,44,1,0,52,0,0,0,0,5,40.28657338030439,0,0,0,1,0,1,6
4,2,1,0,3,0,1,0.34023679312558275,0,0,0,3,1,58,76.15146745632087,4,1,1,0,0,2,1,39,0,3,0,0,3,3,0,0.19582815780731588,62,3,0,66,0,0,1,1,3,37.44724374867612,0,0,0,0,0,1,6
1,1,1,0,0,0,0,0.49749156979237263,1,1,0,5,2,46,48.25200374963356,8,3,2,0,0,2,1,38,0,0,1,0,1,4,0,0.2173243008316944,44,4,0,67,0,0,2,0,5,38.72027978786585,0,0,0,0,0,2,1
2,0,0,1,3,0,0,0.19239622309255988,0,1,0,3,1,48,24.974841915996265,5,2,2,0,0,2,1,27,0,0,0,0,0,1,1,0.18749762164480477,46,1,0,66,0,0,3,0,4,37.980593540522065,0,0,0,0,0,2,5
2,1,1,1,6,0,0,0.8872967373219596,1,0,0,3,3,54,27.366002749606928,4,1,2,0,0,5,3,39,0,2,0,0,0,4,0,0.3493016759127229,44,2,0,49,0,1,3,0,4,32.53635921398909,0,0,0,0,0,2,7
0,1,2,0,3,0,0,0.29916764412794594,3,1,0,0,2,49,80.52506391607115,4,1,0,0,0,4,0,25,0,0,0,0,0,0,0,0.8237054894907104,58,2,0,62,0,0,2,0,4,22.682944115422284,0,0,0,0,0,1,6
1,0,1,1,2,0,0,0.37474581575434185,1,0,0,6,3,46,62.57210835873039,4,4,2,0,0,4,2,29,0,2,0,1,0,3,0,0.501657292464539,66,4,0,56,0,0,2,0,6,28.69615279641401,0,0,0,1,0,0,6
1,1,0,2,2,1,1,0.3212268397562107,2,0,0,4,0,45,10.406561394539025,3,3,0,0,0,1,1,37,0,2,0,0,1,4,0,0.6980677459336424,50,2,0,56,0,0,5,0,2,4.56636906435684,0,0,0,0,0,0,5
0,2,3,0,5,0,0,0.23690120492158318,1,0,1,3,3,46,27.342622681817367,9,3,0,0,0,1,1,27,0,1,0,0,0,4,0,0.819995928049948,59,1,0,63,0,0,2,0,3,35.6918285836433,0,0,0,0,0,0,1
1,1,1,0,2,0,0,0.32671657465331017,1,0,0,7,1,50,71.16673442641222,2,1,1,0,0,2,0,35,0,2,0,0,1,6,0,0.4702350144101384,42,2,0,57,0,0,1,0,12,17.186427152492538,0,0,0,0,1,1,6
1,0,0,0,3,0,0,0.03430264955790996,2,0,1,1,4,46,18.773872585950713,5,4,0,0,0,1,2,31,0,0,0,0,0,3,0,0.9975913647150754,48,2,0,52,0,0,3,0,1,2.7876228938827934,0,0,0,0,1,3,1
1,1,1,1,1,1,0,0.9739416161684903,1,0,0,3,2,44,45.64632208631077,3,3,3,0,0,4,1,31,0,1,0,0,2,3,0,0.5098160417080364,39,2,0,47,0,0,2,0,5,34.563252639770205,0,0,0,0,0,3,1
2,2,0,2,1,0,0,0.38300333589477786,1,0,0,6,2,51,65.29355186082002,3,3,3,0,0,3,1,35,0,3,0,0,0,2,1,0.9820945071384303,39,1,0,57,0,0,1,1,4,40.97051682375192,0,0,0,0,0,0,6
2,0,1,3,4,0,0,0.9378227295584508,4,0,0,3,1,49,33.18887678380263,4,2,1,0,0,2,0,23,0,1,0,0,2,5,1,0.4642462263249103,55,0,0,66,0,0,1,0,10,39.63653967585114,0,0,0,1,0,0,5
1,0,1,3,2,1,0,0.9348765233929214,0,1,0,1,2,49,36.596846406873134,5,2,3,0,0,2,0,19,0,0,0,0,2,8,0,0.3560745505995212,62,1,0,43,0,0,0,1,4,41.78951034969865,0,0,0,0,0,0,2
3,1,1,2,1,0,0,0.009647456204509242,1,0,0,2,3,53,45.34871758138634,4,0,0,0,0,4,0,32,0,1,0,0,1,4,0,0.9483955137312394,35,2,0,60,0,0,1,0,5,37.428105292227094,0,0,0,0,0,0,1
2,1,0,1,2,0,0,0.4014336260054022,0,1,0,2,1,56,57.50400295701942,1,3,1,0,1,0,0,25,0,1,0,0,0,3,0,0.37146367457432905,41,0,0,60,0,0,4,0,6,24.782446789661766,0,0,0,0,0,0,6
7,0,1,0,3,0,0,0.644417563696182,1,0,1,3,3,64,59.54846562427062,6,3,0,0,0,4,2,30,0,2,0,0,0,4,0,0.08090182972351334,42,3,0,49,0,0,0,0,9,48.070838065048775,0,1,0,0,0,2,7
1,0,0,1,3,0,0,0.8603066783223496,3,0,0,4,3,48,30.777296016089586,3,3,2,1,0,0,1,32,0,1,0,0,0,6,0,0.9277238143802146,50,2,0,52,0,0,1,0,3,20.386954358599933,0,1,0,1,1,0,6
3,1,0,2,4,0,0,0.4531408502182187,1,0,0,3,3,50,40.19302872497335,5,0,1,0,0,2,1,25,0,0,0,0,0,5,0,0.33531353957113885,36,2,0,60,0,0,3,0,5,20.70842035617618,1,0,0,1,0,0,1
3,2,1,1,0,0,0,0.14607917038885188,0,0,0,2,2,64,95.07892235978139,2,1,2,0,0,5,1,23,0,2,0,0,0,7,0,0.6886881035980535,61,4,0,60,0,0,3,1,7,16.02334597248445,0,0,0,1,0,0,6
0,2,1,1,3,0,1,0.28611669054640754,2,0,0,2,3,40,10.886312707797885,8,3,0,0,0,5,0,32,0,2,0,0,0,5,0,0.8413288780323137,56,5,0,49,0,0,3,0,2,25.388716427955377,0,0,1,0,1,2,1
0,0,1,0,2,0,0,0.8572790335948018,0,1,0,5,4,58,97.47951195636841,6,1,0,0,0,1,0,29,0,2,0,0,1,7,1,0.5842305815439379,49,2,0,70,0,0,3,0,5,42.657441544663854,0,0,0,0,0,0,6
0,0,1,2,0,0,0,0.19382411216702766,0,1,0,2,1,63,72.50759158470524,7,1,4,0,0,3,2,25,0,1,0,0,1,8,0,0.5574442244694942,51,3,0,59,0,0,0,0,4,20.558003827395403,0,0,0,0,0,2,6
0,1,1,1,1,0,0,0.8706528563990225,0,0,1,7,2,47,81.96826701601019,4,0,1,0,0,1,0,30,0,0,0,0,1,6,0,0.3764735876712988,55,1,0,59,0,0,5,0,3,45.10002810866135,0,0,1,0,0,1,6
4,1,1,0,3,0,0,0.7767458367257282,1,0,0,2,2,52,69.36013310121808,4,4,1,0,0,4,2,35,0,0,0,0,1,6,0,0.005441632750649017,52,1,1,66,0,0,3,0,5,22.019103057023788,0,0,0,0,0,0,6
2,0,1,0,0,0,0,0.3390973029205756,1,2,0,4,3,61,34.838149973953264,4,1,1,0,0,1,0,19,0,1,0,0,0,5,0,0.7943447670120687,64,4,0,47,0,0,2,0,6,48.16812890324675,0,0,0,0,0,0,1
2,0,1,1,3,0,0,0.4725784641302816,2,0,0,4,0,62,23.804776025241782,9,3,1,0,0,4,2,26,0,1,0,0,1,2,0,0.5291733368205366,50,2,0,67,0,0,0,1,4,39.20695330261044,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0.23301834803082633,1,1,0,5,0,53,49.67840347053372,8,2,0,0,0,5,2,34,0,1,0,0,1,3,0,0.38035998976736984,35,3,0,59,0,0,2,1,2,2.3842693756361184,0,0,0,0,0,0,1
1,1,1,2,1,1,0,0.7126032296647358,1,0,2,8,1,46,40.9410619671781,3,4,4,0,0,4,0,31,0,1,0,0,3,11,0,0.7094940095857027,62,2,1,62,0,1,2,0,6,14.110710253978004,0,0,0,0,0,0,1
3,1,0,2,2,0,0,0.8553734181556587,0,0,0,4,3,50,4.77698464298334,5,4,0,0,0,4,1,25,0,2,0,0,1,3,0,0.4993123664872354,49,0,0,72,0,0,3,0,7,21.08729126094015,0,0,1,0,0,3,1
3,1,1,1,0,0,0,0.09519958601640299,2,0,0,2,0,46,16.165032904370793,4,1,1,0,0,2,0,23,0,0,1,0,1,5,0,0.9263815056181937,50,1,0,53,0,0,2,0,3,47.3051318134914,0,0,0,0,0,0,1
4,1,0,0,5,0,0,0.33170801933681526,2,0,0,4,3,57,5.129601601116272,5,3,0,1,0,3,0,35,0,1,0,0,1,4,0,0.7999284426226683,56,3,0,60,0,0,0,0,11,43.32981041269685,0,0,0,0,0,1,6
3,2,1,2,5,0,0,0.5975517679534013,2,0,1,5,0,49,24.278549530149775,4,2,2,1,1,4,0,20,0,2,0,0,0,3,0,0.7043581977082208,56,2,0,59,0,1,1,0,4,12.119594354299242,0,0,0,0,0,0,6
1,2,1,1,2,0,0,0.2364558012249519,0,0,1,3,2,56,19.230011720394554,4,2,1,0,0,2,0,35,0,2,0,0,1,6,0,0.2640204169978956,66,1,0,53,0,0,2,0,7,38.35353451267902,0,0,0,0,0,1,1
2,0,0,2,2,0,0,0.4970591454447568,0,0,0,6,2,51,85.35943261897997,3,2,0,0,1,2,1,33,0,1,0,0,1,4,0,0.13511705111519068,42,4,0,61,0,0,1,0,3,39.28886247293383,0,0,0,1,0,1,6
3,1,1,1,1,0,0,0.7713831663583041,2,0,1,2,1,46,68.8541007792226,3,2,0,0,0,2,1,31,0,0,0,0,3,3,0,0.6260417129033746,53,3,0,52,0,0,4,0,11,46.06313585973805,0,0,0,1,0,3,6
2,1,1,1,4,0,0,0.2469350666483564,1,2,0,2,1,51,92.07507989040225,4,2,0,0,0,4,1,25,0,1,0,0,0,4,0,0.863235057148017,54,3,0,48,0,0,3,1,6,1.4565677888838033,0,0,0,0,0,1,6
2,1,0,1,2,0,1,0.026502601743086163,2,0,0,3,0,57,69.69360687977444,3,3,0,0,0,3,0,28,0,1,0,0,1,5,0,0.34232345452657864,49,4,0,58,0,0,3,0,5,21.355602252060983,0,0,0,0,0,0,6
5,0,1,4,4,0,0,0.12757150712968557,0,0,3,2,2,54,79.09192520953312,4,0,2,0,0,1,2,34,1,0,0,0,0,7,0,0.7426646261027102,47,3,0,61,1,0,2,0,5,27.583107354015137,0,0,0,0,0,0,6
1,0,0,0,3,0,1,0.17720324488151917,0,0,0,0,0,46,56.99879958740368,6,0,1,0,0,3,2,22,0,3,0,0,3,5,0,0.17394029225040186,47,6,0,48,0,1,1,0,8,35.145221064560346,0,0,0,0,1,0,6
1,0,2,0,1,0,0,0.5233821992427898,1,0,0,6,2,51,64.1197890465322,4,1,1,0,0,3,1,29,0,1,0,0,1,7,0,0.0523403151187376,49,1,0,67,0,0,2,0,7,26.137323702219526,0,0,0,0,0,0,6
1,2,1,1,3,1,0,0.7462879010367812,0,0,0,2,2,55,50.9034559526125,3,4,1,0,1,2,0,27,0,0,0,0,0,5,0,0.5047123546096114,56,0,0,59,0,0,0,1,6,9.482807171027217,0,0,0,0,0,1,6
1,1,1,0,4,0,0,0.8952896147302652,0,0,0,3,2,42,7.953566822391312,7,1,1,0,0,5,2,38,0,2,1,0,0,6,0,0.6450179942784406,50,1,0,55,0,0,0,0,3,23.5384678678706,0,0,0,1,0,2,1
0,1,1,0,1,0,0,0.3415229949039533,2,0,1,6,3,48,4.442867743288737,2,1,0,0,0,4,2,30,0,0,0,0,1,2,0,0.767433773567566,60,1,0,67,0,0,1,0,4,22.33394025936303,0,0,0,0,1,1,1
0,0,1,0,3,1,0,0.9746718927604597,1,0,0,3,2,37,20.325006658323044,5,1,0,0,0,4,0,29,0,0,0,0,2,4,0,0.5993581838520383,52,1,0,60,0,0,0,0,5,31.77458482593212,0,0,0,0,0,1,1
3,0,1,1,3,0,0,0.6658703918491801,1,1,0,3,1,52,20.89536597516708,4,2,1,0,0,3,1,32,0,2,0,0,0,7,0,0.8544255722394082,52,1,0,69,0,0,5,0,4,1.2934468431583788,0,0,0,0,1,1,5
3,3,1,1,3,0,0,0.19252775448743242,1,0,0,5,3,49,62.55516520579775,5,2,0,0,0,5,0,19,0,1,0,0,1,3,0,0.3676194191928658,56,1,0,68,0,0,1,0,5,5.426007832746418,0,0,0,0,0,0,6
1,0,1,3,0,0,0,0.6032433062692147,0,2,0,1,2,52,61.614410755876385,3,1,0,0,0,4,2,30,0,1,0,0,2,6,0,0.2448875829517101,51,3,0,60,0,0,1,1,6,17.11363672299486,0,0,0,0,0,0,6
1,0,1,0,3,0,0,0.5563492885303614,0,0,0,2,1,55,30.803641913951886,4,0,0,0,0,5,0,31,0,1,0,0,1,2,0,0.9550719503210657,48,1,0,75,0,0,2,0,6,30.17880861529207,0,0,0,0,0,0,1
2,1,0,1,1,0,0,0.8684444672550979,1,1,0,0,1,46,78.47702298002822,4,2,0,0,0,1,0,22,0,1,0,0,1,4,0,0.8871503295237546,63,3,0,51,0,0,0,1,5,13.251886585304874,0,0,0,0,0,1,6
5,0,0,1,1,1,0,0.2942246686100003,0,0,0,3,2,43,81.48786506874048,7,1,4,0,0,6,1,19,0,0,0,0,1,6,0,0.5667866860262828,57,0,0,47,0,0,3,0,3,26.30781650446497,0,0,0,0,0,2,6
4,2,0,1,4,0,0,0.8271333384623901,0,0,0,5,0,50,71.72569766306248,2,2,1,0,0,2,0,41,0,0,0,0,1,6,0,0.964843982042202,59,3,0,48,0,0,3,1,4,15.201688560531476,0,0,0,0,0,2,6
0,1,1,2,2,0,0,0.13610187744321556,2,0,2,1,1,50,39.486491213329344,6,3,2,1,0,5,1,38,0,0,0,0,1,2,0,0.29623334843356797,44,2,0,62,0,0,0,1,3,34.711619152760484,0,0,0,0,0,0,6
0,0,2,0,3,0,0,0.21501102069160616,0,1,0,2,2,60,88.3597350656594,4,1,1,0,0,7,2,33,0,3,0,0,1,2,0,0.5700278329335874,43,2,0,68,0,0,5,0,3,17.267874097860318,0,0,0,0,1,1,6
0,0,0,0,1,0,0,0.9733342950728824,1,0,2,3,2,47,17.62874179738829,8,0,0,0,0,4,0,21,0,1,0,0,1,7,0,0.2455306564798294,63,1,0,53,0,0,2,0,1,17.895114982580473,0,1,0,0,0,0,1
1,0,0,1,1,0,1,0.07683346467259367,0,0,0,5,2,65,64.724732192398,5,3,2,1,0,5,1,32,0,0,0,0,0,2,0,0.19957864114897472,47,0,0,50,0,0,0,0,3,40.77336762314527,0,0,0,0,0,0,6
1,0,1,1,2,0,0,0.8598536986496178,1,1,0,4,0,52,91.3049370495966,4,1,1,0,0,3,0,33,0,3,0,0,0,10,0,0.8939716172951745,45,2,0,60,0,0,1,0,6,25.99022814057634,1,0,0,0,0,0,6
5,0,1,2,1,0,0,0.2544894714163559,0,0,0,3,0,38,23.002952342152,6,0,3,0,0,3,2,25,0,1,0,0,0,8,0,0.6952582304332134,56,3,0,65,0,1,2,0,6,34.40875881075952,0,0,0,0,0,3,1
6,0,0,0,2,0,0,0.19662876019316256,4,0,0,2,1,47,13.73948321173713,1,0,2,0,0,3,1,23,0,2,0,0,0,2,0,0.6344190912263663,46,1,0,72,0,0,0,0,3,13.832702085449277,0,0,0,0,0,2,7
3,0,0,2,2,0,0,0.8370311890597345,1,0,2,3,2,50,46.63290434127246,4,5,0,0,0,1,0,26,0,2,0,0,1,2,0,0.12611127334835548,41,3,0,59,0,0,1,0,5,44.83834471693567,0,0,0,0,0,0,1
0,0,1,0,3,0,0,0.23404054591189172,1,1,1,4,2,50,38.59036083139282,3,2,2,0,0,0,1,32,0,1,0,0,4,5,0,0.4472599070008887,44,1,0,50,0,0,2,0,7,2.9205471939765055,0,0,0,0,0,0,4
6,1,0,0,4,0,0,0.5079480827691297,0,0,0,3,2,55,76.56274420358692,1,4,0,0,0,2,2,33,0,1,0,0,1,8,0,0.9392212472225204,54,2,0,51,0,0,2,0,7,34.77109775106256,0,0,0,0,0,1,7
2,1,0,0,4,0,0,0.05614784589774535,0,0,0,1,2,50,18.120564416481887,3,1,0,0,0,0,0,26,0,1,0,0,0,7,0,0.42584731052936153,54,1,0,57,0,0,0,0,5,26.955108936743667,0,0,0,0,0,3,1
3,3,1,1,1,0,0,0.32373625865309774,1,0,0,4,3,38,60.99600748683361,5,2,1,0,0,2,0,31,0,1,0,0,4,3,0,0.7379696127349937,47,4,0,72,0,0,1,0,8,6.510975792852163,0,0,0,0,1,1,6
2,2,0,0,1,0,0,0.7137208032265898,0,0,0,4,2,39,11.015234621281838,4,1,0,0,0,1,2,38,0,1,0,0,0,5,0,0.19316603549779487,50,0,0,65,0,0,3,0,3,10.421151307013051,0,0,1,0,0,3,1
1,0,0,1,2,0,0,0.03309070097398348,4,0,0,3,1,42,13.297763341529574,4,2,3,0,0,3,1,34,0,1,0,0,1,5,0,0.04946294061965151,48,2,0,53,0,0,3,0,3,14.437731693648072,1,0,0,0,0,0,1
2,1,0,0,2,0,0,0.7827630722769964,1,1,0,1,3,54,37.98696694521856,4,1,1,0,0,7,0,28,0,0,0,0,1,5,0,0.3852211786365619,59,1,0,67,1,0,2,1,5,44.58320208965097,0,0,0,1,0,1,1
2,0,0,1,3,0,0,0.7744095673559563,2,0,0,1,3,47,56.31745583059242,3,0,3,0,0,2,1,36,0,0,0,0,1,1,0,0.9413763526484993,48,1,0,65,0,0,3,0,6,10.129786008964524,0,0,0,0,0,2,6
0,0,0,0,1,0,1,0.23894979312904707,1,0,0,4,2,46,16.0204668981863,3,1,2,0,0,4,1,39,0,0,0,0,0,0,0,0.054299941948177666,56,1,0,54,0,0,2,0,4,40.064235643064215,0,1,0,1,0,0,1
1,3,0,2,3,0,0,0.750122578882275,1,0,0,3,1,56,54.42641128460489,3,0,1,0,0,2,2,37,0,1,0,0,0,5,0,0.5298404079963831,49,1,0,60,0,0,3,0,7,5.36834053149955,0,0,0,0,0,1,6
4,1,0,0,1,0,0,0.043979927137499986,1,0,0,4,2,57,95.68463270118764,5,2,0,0,0,2,0,30,0,1,0,0,2,4,0,0.2497335994322588,58,1,0,38,0,0,1,0,5,41.71554711373153,0,0,1,0,0,0,6
2,0,0,0,1,0,0,0.04525231221258952,1,0,0,6,2,49,81.01951376686904,4,0,2,0,0,3,0,32,0,0,0,0,0,5,0,0.7375937176944771,61,1,0,52,0,0,2,0,4,35.85221535161185,0,0,0,1,0,2,6
2,1,0,2,1,0,0,0.3598665787629117,2,0,0,1,1,48,1.691024241122386,4,1,2,0,0,4,0,31,0,2,0,0,0,2,0,0.12790881011089716,43,1,0,65,0,0,2,0,5,49.78748673605029,0,0,0,1,0,1,1
3,2,0,0,1,1,0,0.7455436988358277,0,0,2,4,4,54,88.23649971283906,8,2,1,0,0,6,1,33,1,2,1,0,0,7,0,0.44390596687992767,44,0,0,63,0,0,0,1,5,42.0326906557097,0,0,0,0,0,3,6
2,1,0,2,1,0,0,0.008625914294876802,1,0,0,4,4,46,51.55023228763372,2,0,1,0,0,6,0,23,0,0,0,0,0,7,0,0.6223908250040991,48,1,0,72,0,0,2,0,10,28.14484761304493,0,0,0,0,0,0,6
5,2,0,0,4,0,0,0.6463464331344893,0,1,0,3,3,55,16.753347643532543,4,1,0,0,0,1,4,28,0,0,0,0,0,6,0,0.04379062058414884,50,1,0,64,0,0,2,0,3,13.526825342131062,1,0,1,0,0,0,1
0,0,0,1,3,0,0,0.34879793017876215,1,0,1,5,2,44,19.87176714932378,5,4,0,0,0,1,1,20,0,1,0,0,1,4,0,0.08600625388153926,50,2,0,66,0,0,6,0,4,17.580749508266628,0,1,0,0,0,0,5
3,0,0,0,0,0,0,0.289318198554824,5,0,0,4,3,43,48.36604032805699,7,1,1,0,0,2,1,19,0,0,0,0,1,1,0,0.8987770097142169,42,1,0,49,0,0,0,0,7,1.3512853301986687,1,0,0,0,0,2,1
1,1,0,2,1,0,0,0.7988426261524583,0,0,0,5,5,42,4.385098520692244,6,2,0,1,0,2,1,37,0,3,0,0,2,1,0,0.1897536138409298,53,0,0,54,0,0,2,0,3,40.529228378280976,0,0,0,0,0,0,6
2,1,2,0,3,0,0,0.600709005581239,2,0,0,3,1,54,98.15786896165643,3,1,1,0,0,2,0,28,0,2,0,0,3,2,0,0.18651198138154557,49,1,0,67,0,0,3,0,6,22.539650070267033,0,1,0,1,0,1,6
2,0,0,1,3,0,1,0.32990818525421794,2,0,0,4,2,54,45.24119638283575,3,2,2,0,0,2,1,36,0,2,0,0,0,4,0,0.9705963637264847,63,1,0,62,0,0,0,0,4,4.789020685242568,0,0,0,0,0,0,1
1,1,1,2,1,0,0,0.6784174637858621,1,0,0,2,2,43,68.9632912295557,6,1,1,0,0,4,3,25,0,3,0,0,0,2,0,0.5501821966608186,50,2,0,67,0,0,2,0,2,16.79610713949244,0,0,0,0,0,1,6
