file_create_count,file_update_count,file_delete_count,file_access_sensitive_docs,file_sensitive_word_matches,file_contains_card_number,file_contains_passport_data,file_confidentiality_score,archive_created_count,file_permission_changed_count,file_system_update_count,danger_score
2,0,0,0,0,0,0,0.12658443736696023,0,0,2,0
5,0,0,0,3,0,0,0.03521886495828219,1,0,0,0
1,1,1,2,0,0,0,0.902134622657426,1,0,0,0
4,0,0,0,0,0,0,0.4591076884767201,0,0,0,0
3,0,0,1,1,1,0,0.785450194005029,2,0,0,3
2,2,1,2,1,0,0,0.6844468995164198,1,0,1,0
0,1,0,1,3,0,0,0.7000729378268704,1,1,0,0
1,2,1,1,3,0,0,0.07088845480647965,1,0,0,0
0,1,0,1,0,0,0,0.13280825316321476,0,0,0,0
3,1,3,2,1,0,0,0.01829531033850229,2,0,1,0
1,0,0,1,1,0,0,0.7733306144023032,1,0,1,0
2,0,0,0,0,0,0,0.5926889811110015,2,0,0,0
0,0,0,2,1,0,0,0.7578099755935753,1,0,1,0
5,2,1,2,1,0,0,0.6024722948838583,0,0,0,0
3,2,0,0,1,0,0,0.666576235671402,3,0,0,0
0,0,0,0,1,0,0,0.6805607548867862,1,0,1,0
3,2,0,0,0,0,0,0.28148352257683196,1,0,0,0
1,0,0,0,3,0,0,0.40022363628484725,0,0,0,0
0,0,0,1,3,0,0,0.1042101482192691,1,0,0,0
0,1,2,1,4,0,0,0.9049730218467095,2,0,0,0
0,1,0,0,3,0,0,0.9971255690378432,0,0,0,0
2,0,0,0,3,0,0,0.6796383175939043,2,0,0,0
2,0,1,2,3,1,0,0.6961597926267771,0,0,1,3
5,3,2,0,1,0,0,0.7674044840418588,0,0,1,0
1,1,0,1,1,0,0,0.8416089802227374,0,0,0,0
1,1,1,1,3,0,0,0.24418246368561702,2,0,0,0
4,0,0,0,3,0,0,0.25920948264412125,0,0,0,0
5,0,0,1,1,0,0,0.29138656906653837,1,0,0,0
3,1,0,2,1,0,0,0.6692205718865124,0,2,1,0
1,0,0,0,4,0,0,0.5452828600469961,0,1,0,0
1,1,0,1,5,0,0,0.2645262012368932,3,0,0,0
1,1,2,1,1,0,0,0.9689209709041142,1,2,0,0
3,0,0,2,2,0,0,0.23672825793189378,2,0,0,0
4,1,1,1,3,0,0,0.6171855463380421,0,0,0,0
1,1,0,2,1,0,0,0.9504643916844444,0,1,1,0
2,1,0,0,3,0,0,0.47159085345659013,0,0,0,0
0,2,0,1,2,0,0,0.6685725971974075,2,0,0,0
0,3,0,0,0,0,0,0.6625740109740107,0,0,0,0
1,2,0,2,0,0,0,0.35546555525851187,1,1,0,0
2,0,0,3,3,0,0,0.3285148035372404,1,0,0,2
3,0,0,1,2,0,0,0.38018709768570047,1,0,0,0
4,0,0,1,3,0,0,0.32820080872556545,1,0,0,0
1,1,0,0,3,0,0,0.007991128879233367,2,0,0,0
0,0,0,0,2,0,0,0.03287162420469192,0,1,0,0
3,2,0,1,3,0,0,0.19772011247059929,1,0,0,0
0,1,0,0,5,0,0,0.10633103887233286,1,0,2,0
2,1,0,1,2,0,0,0.2377376539412811,1,0,1,0
2,1,2,0,3,1,0,0.13802795378469146,0,0,0,3
2,2,1,0,1,0,1,0.7358893998352848,0,0,0,3
3,1,0,0,2,0,0,0.6375418531151293,1,0,0,0
3,0,0,1,0,0,0,0.07920259297533583,0,0,0,0
1,1,0,2,4,0,0,0.8840739422123114,1,0,0,0
3,1,0,0,5,0,0,0.22092087276309547,1,0,0,0
5,0,1,2,3,0,0,0.9460687436335602,1,0,1,0
1,2,2,1,2,0,0,0.07168465754060238,2,0,0,0
0,4,3,0,5,0,0,0.456420089240251,1,0,0,0
0,2,1,1,1,0,0,0.5283348948540075,0,0,1,0
0,1,1,0,4,0,0,0.774416540486466,1,0,0,0
1,1,0,2,1,0,0,0.3379407066555383,2,0,0,0
1,1,0,0,1,0,0,0.9384899197561593,2,1,0,0
4,1,2,0,4,0,0,0.9298400354274177,0,1,0,0
1,0,1,1,3,0,0,0.06355330328125297,2,0,1,0
1,2,0,2,2,0,0,0.1666366143851553,2,0,0,0
5,2,1,0,3,0,0,0.8977728512134125,1,0,0,0
1,1,1,2,3,0,0,0.7768387986413418,1,0,0,0
5,0,1,1,4,0,0,0.4070602102057641,1,0,0,0
3,4,0,2,0,0,0,0.6219356068178539,2,0,0,0
2,1,0,0,0,0,0,0.5615549039799391,1,1,0,0
0,1,1,0,2,0,0,0.1331842548825355,1,0,1,0
2,2,0,0,7,0,0,0.19286682874139038,1,1,0,2
1,1,0,1,3,0,0,0.8811666967445575,0,0,0,0
3,2,0,1,2,1,0,0.16956250048221655,2,0,0,3
1,3,0,1,2,0,0,0.2416929837501901,1,0,3,0
4,1,4,2,5,0,0,0.4310265137453082,1,0,0,0
3,0,1,0,2,0,0,0.7844531205149069,0,0,0,0
2,0,0,0,3,0,0,0.8725213092377924,1,0,0,0
0,2,0,0,3,0,0,0.5969778113016752,1,0,0,0
2,1,0,1,1,0,0,0.08477239682363047,0,0,1,0
1,1,1,1,3,0,0,0.7182717868369561,4,0,0,1
5,1,0,2,2,0,0,0.9359082384914517,0,0,0,0
2,0,0,1,0,0,0,0.13337263610132832,0,0,0,0
5,0,1,0,1,0,0,0.44882784899652617,0,1,0,0
4,0,0,0,1,0,0,0.5818619300252141,1,1,0,0
3,1,1,2,3,0,0,0.8745820279691107,0,0,1,0
2,0,1,2,3,0,0,0.294367203578381,0,0,1,0
3,1,2,2,0,0,0,0.3252278751857639,0,0,0,0
2,2,0,0,1,0,0,0.7180916157068887,1,0,0,0
2,2,0,0,0,0,0,0.7372670237179071,4,1,1,1
1,1,1,0,3,0,0,0.9917582382646123,0,0,0,0
3,3,0,3,1,0,0,0.013965597607442759,1,2,1,2
5,1,1,1,1,0,0,0.9252940992184298,0,0,0,0
5,0,1,0,2,0,1,0.6011174332932218,0,0,0,3
0,1,0,1,5,0,0,0.8909043406596291,1,0,0,0
1,0,2,2,2,0,0,0.626961609450816,1,0,0,0
1,1,0,1,0,0,0,0.14946338583414254,1,0,0,0
2,3,1,0,3,0,0,0.06817140759658691,0,0,0,0
4,1,0,1,0,0,0,0.2185308016832307,0,0,0,0
1,3,0,0,3,0,0,0.8730560690501958,0,0,0,0
1,1,0,2,1,0,0,0.24593230775155617,0,0,1,0
1,2,1,2,1,0,0,0.9874710830522769,1,1,1,0
3,0,1,0,2,0,0,0.4718681942048334,1,0,0,0
3,0,1,1,0,0,1,0.356746514437545,0,0,0,3
2,0,0,0,2,0,0,0.8148950377525247,1,0,1,0
2,0,1,2,0,0,0,0.675470998926725,1,0,0,0
2,3,0,2,1,0,1,0.3631655276989817,3,1,1,3
5,1,0,0,0,0,0,0.9000973881663494,1,0,1,0
3,2,0,1,1,0,1,0.5949107054155844,0,0,2,3
1,1,0,0,1,0,0,0.31563248975882263,2,0,1,0
4,2,0,2,3,0,1,0.6702716569063768,2,0,0,3
4,1,1,1,2,0,0,0.656374584827776,1,0,0,0
2,1,2,2,3,0,0,0.18713060818788285,0,0,0,0
1,1,0,1,2,0,0,0.06489012105588077,1,0,0,0
4,2,0,1,2,0,0,0.021631108142527,1,0,0,0
1,2,0,0,2,0,0,0.36570170458526075,0,1,1,0
3,1,0,0,1,0,0,0.19516296161580937,1,0,0,0
3,2,0,1,3,1,0,0.20602678212747072,0,0,1,3
2,0,0,0,3,0,0,0.3011074493033581,1,0,1,0
5,1,1,2,3,0,0,0.20445505180447,0,0,0,0
3,0,0,0,2,0,0,0.8325699675988115,2,0,0,0
1,2,0,1,1,0,0,0.7037943242511104,2,2,0,0
2,1,0,1,4,0,0,0.9846417880320394,3,1,0,0
2,2,0,2,4,0,0,0.7794723202288898,1,0,0,0
7,0,0,0,3,0,0,0.2602557357237767,1,0,0,2
3,2,1,0,2,0,0,0.5435638666280634,3,0,1,0
0,1,0,1,4,0,0,0.5771377746961678,0,0,0,0
5,3,0,1,4,0,0,0.22678566280377488,1,0,2,0
3,2,1,0,2,0,1,0.6112859350831705,1,0,0,3
2,1,1,2,2,0,0,0.9010002629567617,0,0,0,0
2,1,2,1,0,1,0,0.5442803275552579,1,0,0,3
1,0,0,0,2,0,0,0.965840294894683,0,0,1,0
1,2,0,1,3,0,0,0.6625261128710601,1,1,0,0
0,2,0,1,2,0,0,0.4859532394028483,0,0,1,0
4,0,0,2,0,1,0,0.7887441211210909,0,0,1,3
5,0,1,2,1,0,0,0.4107538449897704,2,0,1,0
1,0,1,2,5,0,0,0.7897970139891545,2,0,0,0
2,1,1,1,4,0,0,0.9029380811294664,0,0,1,0
1,0,1,0,4,0,0,0.693278102985839,1,2,0,0
2,1,0,1,1,0,0,0.3655811133893929,1,0,0,0
3,0,0,1,1,0,0,0.8460648800112404,1,0,1,0
1,1,1,2,4,0,1,0.7558836848289743,2,0,0,3
4,2,1,1,1,0,0,0.13272171809397193,0,0,0,0
4,1,1,0,2,0,0,0.8784340372412865,0,0,1,0
3,0,0,2,1,0,0,0.43384809406418856,0,0,0,0
3,1,2,1,3,0,0,0.4283481510133663,0,0,0,0
3,1,1,1,2,0,0,0.5331526161254305,0,1,0,0
1,1,0,1,1,1,1,0.5308404052720055,2,0,0,3
1,1,1,1,1,0,0,0.5590129785057191,1,0,0,0
0,0,0,1,0,0,0,0.691806508212247,0,1,0,0
1,2,0,2,3,0,0,0.7559339890993977,1,0,0,0
2,0,0,1,3,0,0,0.5250391378806306,0,0,2,0
2,2,2,0,0,0,0,0.44530854281863796,3,0,0,0
3,2,0,1,1,0,1,0.25932633734226695,0,0,0,3
4,1,0,2,4,0,0,0.08357786566323189,3,1,0,0
3,1,0,0,1,0,1,0.8587294796661631,2,0,0,3
4,1,0,2,1,0,0,0.5336803136188141,0,0,0,0
4,1,1,0,0,0,0,0.3048357859695051,0,0,0,0
2,0,2,1,2,0,0,0.445161230357906,3,2,1,0
0,0,1,0,2,1,0,0.15389569205885056,1,0,0,3
1,1,0,0,2,0,0,0.0023899316466861054,3,0,0,0
5,0,0,0,2,0,1,0.009121650822917604,0,0,0,3
2,2,2,1,0,0,0,0.46301643556526095,1,0,0,0
0,0,2,0,3,0,1,0.4655975416223763,0,0,0,3
2,1,0,1,0,0,0,0.24770032041439916,1,0,0,0
3,1,0,1,4,0,0,0.5637069225640754,0,0,0,0
1,2,0,1,4,1,0,0.8740007155001893,2,0,1,3
1,0,0,4,4,0,0,0.7203388265969227,1,0,0,2
1,1,3,0,3,0,0,0.5469302502569509,3,1,0,0
1,2,2,2,3,1,0,0.06902006332157162,0,0,0,3
2,2,0,2,2,0,0,0.11118789809478602,1,1,0,0
1,2,0,1,1,0,0,0.5067037807135985,2,0,0,0
4,0,0,1,2,0,0,0.32990285470375524,1,0,0,0
2,1,0,0,1,0,0,0.4916282979616451,1,1,0,0
2,2,0,2,2,0,0,0.918838655245217,1,0,0,0
1,1,0,0,4,0,0,0.08766539735328671,0,0,0,0
2,1,1,0,1,0,0,0.9592371670008002,3,0,1,0
1,0,0,3,1,0,0,0.07978300245248682,2,0,0,2
5,0,2,1,3,0,0,0.04275508453210375,2,0,0,0
1,2,0,1,0,0,0,0.3419383756055916,1,1,0,0
0,1,2,3,3,0,0,0.38363412301549904,0,0,2,2
3,1,1,0,1,0,0,0.7592916800128441,1,1,0,0
3,1,0,2,4,0,0,0.37716422586527487,0,0,0,0
0,1,0,2,0,0,0,0.8948315492988582,0,0,1,0
1,1,0,0,2,0,0,0.011439220980649534,1,0,0,0
7,0,0,1,2,0,0,0.2909915473521325,1,0,0,2
2,2,0,1,3,0,0,0.420515680943223,1,0,1,0
6,0,2,1,3,0,0,0.21335686983633828,0,0,0,2
2,2,0,1,0,0,0,0.19116226789734314,1,0,0,0
4,2,0,1,3,0,0,0.19679639662065973,0,0,1,0
2,2,2,0,2,0,0,0.903470913756719,1,0,0,0
2,2,0,1,1,0,0,0.5229759831576611,0,0,1,0
2,1,0,1,3,0,0,0.6094231794313899,0,0,2,0
2,1,1,0,2,0,0,0.2701733199495069,1,0,1,0
1,2,0,0,4,0,0,0.2983389802193236,3,0,0,0
3,3,0,2,1,0,0,0.8813143299904437,0,0,0,0
4,1,1,5,0,0,0,0.7251204841226563,1,0,0,2
2,2,0,0,2,0,0,0.8948043574109505,0,0,0,0
3,1,1,0,1,0,0,0.5585212561578077,1,0,1,0
1,2,2,1,0,0,0,0.9778253780374123,0,0,1,0
3,1,1,2,3,0,0,0.6759019407386332,0,1,0,0
0,1,0,1,0,0,0,0.6451221064038221,5,2,2,1
0,1,0,0,1,0,0,0.7095543526245484,0,0,0,0
1,0,1,0,2,0,0,0.16355784597446466,1,0,0,0
2,0,3,0,1,1,0,0.8927616991234191,2,2,0,3
1,2,0,1,1,0,0,0.6446030869033902,1,0,0,0
1,0,1,2,5,0,0,0.5676437003347453,2,0,0,0
1,0,2,0,3,0,0,0.3498952827276959,1,0,0,0
3,0,3,2,4,0,0,0.1689787206215797,1,0,0,0
3,0,0,0,1,0,0,0.16591296681922296,2,0,0,0
5,0,0,2,2,0,0,0.7344016542857039,1,0,0,0
1,1,2,0,0,0,0,0.02894188323739111,5,0,0,1
4,1,0,1,4,0,0,0.34776285863473444,1,1,0,0
1,1,0,2,3,0,0,0.5583421316973856,2,0,1,0
2,0,0,0,1,0,0,0.6268495574153251,0,0,0,0
2,0,0,2,2,0,0,0.36922563866244273,0,0,1,0
1,0,1,0,3,0,0,0.7652707204545871,1,0,2,0
1,2,0,1,2,0,0,0.7066584045316106,0,1,1,0
1,0,0,0,1,0,0,0.15067802972927202,0,0,0,0
0,1,0,2,3,0,0,0.5214360019086662,1,0,0,0
0,2,1,2,2,0,0,0.15679173369462762,1,0,0,0
0,2,0,0,3,0,0,0.11639808380467209,1,0,0,0
0,1,0,0,0,0,0,0.08809897910434794,2,0,2,0
2,1,0,0,2,0,0,0.7520208878393214,1,1,0,0
0,1,0,1,4,0,0,0.13711244360362695,2,0,0,0
1,1,1,0,2,0,0,0.995913368360115,0,0,0,0
2,0,0,2,4,0,0,0.297700881371751,0,0,0,0
1,2,1,0,2,0,0,0.7399438146057081,1,0,0,0
4,0,1,2,4,0,0,0.38887496144288336,0,0,1,0
2,0,0,2,3,0,0,0.7891937154433706,0,0,0,0
3,1,1,1,2,0,0,0.2676998529240865,3,0,0,0
1,2,0,2,1,0,0,0.007740158385038831,2,0,0,0
0,1,1,2,0,0,0,0.8590016285204866,0,0,0,0
5,1,1,1,1,0,0,0.4380881185416685,1,0,0,0
2,2,0,1,2,0,0,0.6501395057088741,1,0,0,0
1,0,0,0,1,0,0,0.7680323438659988,1,1,0,0
2,2,2,1,0,0,0,0.12335655348671037,0,0,1,0
2,0,1,3,2,0,0,0.6866087401854871,1,0,0,2
1,2,0,1,4,0,0,0.27249344308687584,1,1,0,0
2,0,1,1,2,0,0,0.013402888435625981,1,0,1,0
3,2,0,2,0,0,0,0.918506761301203,0,1,1,0
0,1,0,0,1,0,0,0.14305784936467913,1,0,0,0
3,0,0,0,2,0,0,0.7030610445968265,0,0,1,0
4,1,0,0,1,0,1,0.9574913403193486,2,0,0,3
1,1,1,1,1,0,0,0.7867617912964225,1,0,0,0
2,1,0,2,1,0,0,0.7086599547904527,1,0,1,0
2,3,0,0,0,0,0,0.06929902948832056,4,1,0,1
2,1,2,2,3,0,0,0.44568537319222556,0,0,0,0
1,0,1,2,1,0,0,0.7419247007629484,0,0,0,0
4,1,0,1,1,0,0,0.6797613653026442,0,0,0,0
0,0,0,1,1,0,0,0.7695039468986296,3,1,1,0
2,1,0,1,4,0,0,0.49139851634755927,0,0,1,0
1,3,0,3,2,0,0,0.3331678684866981,1,0,0,2
2,1,0,1,3,0,0,0.7005507515852026,1,0,0,0
0,3,1,0,1,0,0,0.8830266568647307,1,0,0,0
1,0,0,1,2,0,1,0.9078660985947713,1,0,0,3
5,0,0,0,3,0,0,0.1928165749681423,1,1,0,0
0,0,1,0,4,0,0,0.5919246013927438,0,0,1,0
1,1,2,7,2,0,0,0.3554027049445675,3,0,0,2
0,2,0,1,2,0,0,0.26733032788611455,2,0,2,0
2,2,0,1,0,0,0,0.6602297609137048,3,0,1,0
1,2,0,1,1,0,0,0.6728658816547594,0,0,1,0
3,1,0,4,2,0,0,0.04641028793642987,1,0,0,2
1,1,0,1,0,0,0,0.7419497220290078,1,0,0,0
2,1,1,1,2,0,0,0.9414453275381414,3,0,0,0
2,0,0,1,2,0,0,0.5318697299328485,0,0,0,0
4,1,1,0,2,0,0,0.26520349210168215,0,0,0,0
4,3,0,1,3,0,0,0.5997002413643765,1,0,0,0
3,0,1,0,3,0,1,0.2797999877060916,1,0,0,3
0,1,0,0,1,0,0,0.10975982191986444,0,1,0,0
1,1,0,2,1,0,0,0.5629800452829632,2,0,0,0
3,0,0,0,1,0,0,0.9795656291017655,1,0,0,0
1,1,0,1,2,0,0,0.39894760077256697,1,0,1,0
3,0,0,1,1,0,0,0.25282302016193736,2,0,0,0
3,1,2,0,2,0,0,0.7450421395370249,2,0,0,0
2,2,0,1,2,0,0,0.4282114480453705,0,1,0,0
1,3,0,1,2,0,0,0.44124373279267226,1,0,0,0
0,1,0,2,0,0,0,0.5012138765106776,0,0,1,0
1,1,2,2,3,0,0,0.3815334728596601,3,1,0,0
3,2,2,2,2,0,0,0.6619652503098228,1,0,0,0
1,1,0,1,0,0,0,0.33962078425971176,1,0,0,0
2,0,0,0,3,0,0,0.4624182226540142,1,1,0,0
2,2,1,1,1,0,0,0.4678971545959326,0,0,0,0
4,0,1,0,2,0,0,0.6611137603757948,0,0,0,0
1,3,0,1,0,0,0,0.7668864144051452,2,0,0,0
2,1,3,0,1,0,0,0.06100314885691083,3,2,0,0
1,1,1,2,5,0,0,0.4454448337817065,1,0,0,0
3,1,0,0,2,0,0,0.7797767319615394,1,0,0,0
0,2,0,0,1,0,1,0.2252067602671074,0,0,0,3
4,1,0,1,0,0,0,0.01652940704183714,1,0,1,0
5,0,1,0,2,0,0,0.2095815787884624,0,1,1,0
3,2,0,1,4,0,0,0.42599979576533475,0,0,1,0
0,1,1,2,1,0,0,0.7483617862840781,0,0,0,0
1,0,3,0,2,0,0,0.7366570634063229,3,1,0,0
4,0,1,0,0,0,0,0.9220691272860031,2,1,1,0
4,2,2,1,3,0,0,0.8918177478627036,1,0,0,0
3,1,1,0,3,0,0,0.6072947016894048,1,0,0,0
1,0,0,0,3,1,0,0.9920255324218811,1,0,1,3
2,0,0,0,2,0,0,0.26916091269597175,0,0,0,0
1,1,0,2,2,0,0,0.890493780683741,0,0,1,0
1,0,0,0,2,0,0,0.531104081114418,1,1,0,0
0,1,1,2,2,0,0,0.763206615137918,1,0,0,0
4,0,1,1,4,0,0,0.26911900175007675,1,1,0,0
2,0,0,0,0,0,0,0.8941236914265169,3,0,1,0
3,0,1,1,2,0,0,0.7156473617401672,0,0,0,0
0,1,0,0,4,0,0,0.6461403387952184,2,1,0,0
0,2,1,1,5,0,0,0.7587713983327324,0,1,0,0
1,0,0,1,2,0,0,0.16008537088702313,1,0,0,0
1,0,0,1,2,0,0,0.537189162608181,1,0,3,0
1,2,0,1,1,0,0,0.3071697805045527,0,0,0,0
2,2,1,0,1,1,0,0.563676701789621,0,0,0,3
1,0,0,1,4,0,0,0.773567570921646,2,1,0,0
1,2,1,0,1,0,0,0.8673724083735704,0,0,0,0
6,1,0,4,1,0,0,0.20726453407876444,0,0,0,4
1,2,0,2,4,0,0,0.3528864107081642,3,0,0,0
1,0,0,0,1,0,0,0.20876035378610291,1,0,1,0
2,0,0,1,3,0,0,0.38897874485657113,0,0,0,0
2,2,0,1,1,0,0,0.8513507306954712,0,0,0,0
2,2,1,3,2,0,0,0.5942779905320357,0,1,0,2
1,2,1,2,0,0,0,0.46294343821012773,2,0,1,0
2,1,0,0,4,0,0,0.19682666743910393,1,0,0,0
0,4,0,1,2,0,0,0.9605795883519024,1,0,0,0
1,0,1,1,2,0,0,0.2981217083358352,0,0,0,0
1,2,1,1,1,0,0,0.8543421041487049,1,0,0,0
2,1,1,1,3,0,0,0.9610424917551116,1,1,0,0
0,3,0,2,1,0,0,0.021555712263372162,2,0,0,0
2,0,0,4,0,0,0,0.7591027946707463,0,0,0,2
1,0,0,3,1,0,0,0.5391568723817451,1,1,1,2
3,3,1,1,6,0,0,0.9938255831432419,2,1,0,2
4,3,0,0,4,0,0,0.7561716721118182,1,0,1,0
2,0,2,1,4,0,0,0.3467670556320873,0,0,0,0
2,1,0,2,3,0,0,0.050074720847973264,0,0,0,0
2,0,1,1,3,0,0,0.6888612827548574,1,0,0,0
3,1,0,1,3,0,0,0.7217786625747126,0,0,0,0
0,0,2,1,1,0,0,0.027700011231975075,0,0,0,0
0,2,1,1,3,1,1,0.7933204062469957,1,0,0,3
0,2,0,0,3,1,0,0.5774217387669187,1,1,0,3
0,1,2,0,0,0,0,0.9923202007361037,1,0,0,0
2,1,0,0,2,0,0,0.6131728540758385,3,0,1,0
0,2,2,3,2,0,0,0.5625537136494476,0,0,1,2
3,3,0,1,1,0,0,0.669696437111824,3,0,0,0
1,1,0,1,4,0,0,0.8377520712138332,1,1,0,0
1,0,0,1,4,0,0,0.8294357779040995,1,0,0,0
4,3,0,2,3,0,0,0.620011560256557,3,0,0,0
2,3,1,0,2,0,0,0.9946744111795354,4,0,0,1
3,4,0,1,1,0,0,0.7661663733960239,2,0,0,0
2,1,1,0,0,0,0,0.40218498320183027,1,0,2,0
2,0,0,1,3,0,0,0.522958489674803,1,0,0,0
3,1,0,1,2,0,0,0.15444995498762049,1,0,1,0
2,1,1,2,0,0,0,0.01192773357977317,0,0,0,0
3,1,0,1,3,0,0,0.79551930043721,1,0,0,0
1,1,0,1,5,0,0,0.9436739160264055,1,1,1,0
1,1,0,0,2,0,0,0.00746234179369798,0,0,0,0
3,2,0,1,3,0,0,0.6901787430004196,0,1,2,0
0,1,0,1,0,1,0,0.6949675669397005,1,0,0,3
6,1,0,0,3,0,0,0.2855277444859198,2,0,0,2
3,1,0,1,7,0,1,0.6721068076074371,0,0,0,5
3,0,0,0,2,0,0,0.5804946421151223,1,0,0,0
4,0,0,2,2,0,0,0.8458765988474471,2,0,0,0
0,1,0,2,2,0,0,0.36513395150411143,0,0,0,0
1,1,1,2,3,0,0,0.8973928765221717,1,0,1,0
3,1,2,1,1,0,0,0.21071454598581096,2,0,1,0
1,2,1,0,1,0,0,0.03877037236580538,1,0,0,0
1,0,0,1,1,0,0,0.6259951932003053,1,0,0,0
4,0,0,1,1,0,0,0.0056956451032245115,2,0,0,0
1,3,0,4,0,0,0,0.9362835635349999,2,1,0,2
1,1,1,5,2,0,0,0.023437253130485725,0,0,1,2
4,1,1,0,0,0,0,0.38331999479900125,1,0,1,0
2,1,0,0,1,0,0,0.17082592283955778,2,0,0,0
0,1,0,4,4,0,0,0.9369941834487954,0,0,1,2
1,0,0,1,5,0,0,0.3121223521077243,0,0,0,0
1,1,2,0,2,0,1,0.8679969599118051,0,0,0,3
1,0,0,0,1,0,0,0.7439784715702128,1,0,1,0
3,1,0,1,0,0,0,0.4433636359801312,1,0,0,0
2,1,0,1,2,0,0,0.08195531156686464,0,0,0,0
2,3,2,2,2,0,0,0.7634823365761149,0,0,2,0
2,0,1,2,1,0,0,0.14456859622888696,0,0,0,0
0,0,2,0,5,0,0,0.08482994762189466,1,0,0,0
1,1,0,0,3,0,0,0.9700813327621007,1,0,0,0
4,3,0,0,1,0,0,0.9220411328098205,0,0,0,0
0,1,0,0,3,0,0,0.7060560819861558,1,0,1,0
3,1,1,0,2,0,0,0.3661752632296307,1,0,0,0
1,1,1,0,2,0,0,0.26350037720507447,1,1,0,0
5,0,0,0,5,0,0,0.38004822163741114,2,0,0,0
